fy_year,vintage,region,duration,start_year,degraded,scenario_variant,value
2032,2024-08,QLD,1h,2025,True,base,-463.555
2033,2024-08,QLD,1h,2025,True,base,-453.15
2034,2024-08,QLD,1h,2025,True,base,-452.398
2035,2024-08,QLD,1h,2025,True,base,-441.728
2036,2024-08,QLD,1h,2025,True,base,-436.489
2037,2024-08,QLD,1h,2025,True,base,-426.726
2038,2024-08,QLD,1h,2025,True,base,-420.136
2039,2024-08,QLD,1h,2025,True,base,-412.616
2040,2024-08,QLD,1h,2025,True,base,-405.231
2041,2024-08,QLD,1h,2025,True,base,-399.534
2042,2024-08,QLD,1h,2025,True,base,-396.48
2043,2024-08,QLD,1h,2025,True,base,-388.305
2044,2024-08,QLD,1h,2025,True,base,-382.462
2045,2024-08,QLD,1h,2025,True,base,-508.168
2046,2024-08,QLD,1h,2025,True,base,-509.591
2047,2024-08,QLD,1h,2025,True,base,-500.994
2048,2024-08,QLD,1h,2025,True,base,-490.755
2049,2024-08,QLD,1h,2025,True,base,-484.971
2050,2024-08,QLD,1h,2025,True,base,-475.616
2051,2024-08,QLD,1h,2025,True,base,-467.237
2052,2024-08,QLD,1h,2025,True,base,-457.177
2053,2024-08,QLD,1h,2025,True,base,-452.685
2054,2024-08,QLD,1h,2025,True,base,-445.92
2055,2024-08,QLD,1h,2025,True,base,-438.321
2056,2024-08,QLD,1h,2025,True,base,-430.013
2057,2024-08,QLD,1h,2025,True,base,-422.553
2058,2024-08,QLD,1h,2025,True,base,-420.447
2059,2024-08,QLD,1h,2025,True,base,-411.15
2060,2024-08,QLD,1h,2025,True,base,-405.278
2025,2024-08,QLD,2h,2025,True,base,-1043.717
2026,2024-08,QLD,2h,2025,True,base,-1016.159
2027,2024-08,QLD,2h,2025,True,base,-993.505
2028,2024-08,QLD,2h,2025,True,base,-985.788
2029,2024-08,QLD,2h,2025,True,base,-972.197
2030,2024-08,QLD,2h,2025,True,base,-958.834
2031,2024-08,QLD,2h,2025,True,base,-929.548
2032,2024-08,QLD,2h,2025,True,base,-924.204
2033,2024-08,QLD,2h,2025,True,base,-907.85
2034,2024-08,QLD,2h,2025,True,base,-898.245
2035,2024-08,QLD,2h,2025,True,base,-885.312
2036,2024-08,QLD,2h,2025,True,base,-880.79
2037,2024-08,QLD,2h,2025,True,base,-858.363
2038,2024-08,QLD,2h,2025,True,base,-849.025
2039,2024-08,QLD,2h,2025,True,base,-837.75
2040,2024-08,QLD,2h,2025,True,base,-826.827
2041,2024-08,QLD,2h,2025,True,base,-811.045
2042,2024-08,QLD,2h,2025,True,base,-797.461
2043,2024-08,QLD,2h,2025,True,base,-790.476
2044,2024-08,QLD,2h,2025,True,base,-777.558
2045,2024-08,QLD,2h,2025,True,base,-1025.468
2046,2024-08,QLD,2h,2025,True,base,-1028.429
2047,2024-08,QLD,2h,2025,True,base,-1006.938
2048,2024-08,QLD,2h,2025,True,base,-995.596
2049,2024-08,QLD,2h,2025,True,base,-975.625
2050,2024-08,QLD,2h,2025,True,base,-958.032
2051,2024-08,QLD,2h,2025,True,base,-941.328
2052,2024-08,QLD,2h,2025,True,base,-933.74
2053,2024-08,QLD,2h,2025,True,base,-915.159
2054,2024-08,QLD,2h,2025,True,base,-903.51
2055,2024-08,QLD,2h,2025,True,base,-884.304
2056,2024-08,QLD,2h,2025,True,base,-876.516
2057,2024-08,QLD,2h,2025,True,base,-858.118
2058,2024-08,QLD,2h,2025,True,base,-846.67
2059,2024-08,QLD,2h,2025,True,base,-832.441
2060,2024-08,QLD,2h,2025,True,base,-823.402
2025,2024-08,QLD,4h,2025,True,base,-2058.177
2026,2024-08,QLD,4h,2025,True,base,-2003.865
2027,2024-08,QLD,4h,2025,True,base,-1959.402
2028,2024-08,QLD,4h,2025,True,base,-1938.455
2029,2024-08,QLD,4h,2025,True,base,-1917.987
2030,2024-08,QLD,4h,2025,True,base,-1887.468
2031,2024-08,QLD,4h,2025,True,base,-1820.917
2032,2024-08,QLD,4h,2025,True,base,-1819.729
2033,2024-08,QLD,4h,2025,True,base,-1782.173
2034,2024-08,QLD,4h,2025,True,base,-1774.578
