fy_year,vintage,region,duration,start_year,degraded,scenario_variant,discharge_vol,charge_vol,wholesale_discharge_cf,wholesale_charge_cf,energy_trading_cf,high_price_cf,fcas_cf,total_cf,major_event_payout,minor_event_payout
2031,2025-01,NSW,2h,2025,FALSE,base,920.37,-1047.74,127025.79,-41568.8,92856.17,37788.96,14228.17,107084.34,247596,69612
2032,2025-01,NSW,2h,2025,FALSE,base,929.82,-1057.95,139948.15,-49482.64,98409.13,41095.82,13445.31,111854.45,247596,69612
2033,2025-01,NSW,2h,2025,FALSE,base,927.04,-1054.71,150028.51,-50221.94,106921.91,46035.97,14054.08,120975.99,247596,69612
2034,2025-01,NSW,2h,2025,FALSE,base,930.86,-1058.53,152677.78,-51082.39,108847.68,45018.28,18724.54,127572.21,247596,69612
2035,2025-01,NSW,2h,2025,FALSE,base,923.43,-1050.89,152534.32,-48353.72,111100.9,49211.55,16471.46,127572.36,247596,69612
2036,2025-01,NSW,2h,2025,FALSE,base,937.89,-1066.14,185751.11,-50028.12,139336.61,66619.65,33327.01,172663.62,247596,69612
2037,2025-01,NSW,2h,2025,FALSE,base,931.03,-1058.52,192511.32,-48255.69,148095.33,73098.34,34728.72,182824.05,247596,69612
2038,2025-01,NSW,2h,2025,FALSE,base,933.18,-1060.91,195478.13,-47938.62,150489.56,76253.04,36924.9,187414.46,247596,69612
2039,2025-01,NSW,2h,2025,FALSE,base,930.3,-1057.59,199442.82,-51468,152056.37,78346.87,36591.52,188647.89,247596,69612
2040,2025-01,NSW,2h,2025,FALSE,base,935.69,-1064.45,199040.97,-55592.71,147491.08,76927.85,37625.4,185116.48,247596,69612
2041,2025-01,NSW,2h,2025,FALSE,base,931.95,-1059.81,179907.92,-56246.36,127851.97,57257.58,37189,165040.96,247596,69612
2042,2025-01,NSW,2h,2025,FALSE,base,928.29,-1055.57,180062.87,-53686.21,131389.52,59450.2,37525.68,168915.21,247596,69612
2043,2025-01,NSW,2h,2025,FALSE,base,926.79,-1053.98,180390.22,-52239.43,131906.77,60305.08,38247.33,170154.1,247596,69612
2044,2025-01,NSW,2h,2025,FALSE,base,931.58,-1059.67,186513.39,-53805.54,135997.28,65421.26,38247.16,174244.44,247596,69612
2045,2025-01,NSW,2h,2025,FALSE,base,926.71,-1054.03,187625.56,-51359.7,141136.13,70664.36,37808.94,178945.07,247596,69612
2046,2025-01,NSW,2h,2025,FALSE,base,931.61,-1059.31,185970.25,-52257.12,138336.54,68209.65,38400.26,176736.8,247596,69612
2047,2025-01,NSW,2h,2025,FALSE,base,931.9,-1059.66,184215.27,-50785.29,138546.05,67166.58,37591.46,176137.51,247596,69612
2048,2025-01,NSW,2h,2025,FALSE,base,934.66,-1063.42,187043.09,-52544.82,138799.58,70038.8,35384.95,174184.54,247596,69612
2049,2025-01,NSW,2h,2025,FALSE,base,931.35,-1058.93,187683.13,-53625.45,141168.53,72060.14,35501.7,176670.23,247596,69612
2050,2025-01,NSW,2h,2025,FALSE,base,930.62,-1058.57,182769.28,-51702.35,136694.99,68092.76,37369.72,174064.71,247596,69612
2051,2025-01,NSW,2h,2025,FALSE,base,925.92,-1053.22,182842.29,-50000.62,138238.07,69163.64,36904.01,175142.09,247596,69612
2052,2025-01,NSW,2h,2025,FALSE,base,927.27,-1055.66,181477.83,-47587.5,138308.84,69810.04,39695.99,178004.83,247596,69612
2053,2025-01,NSW,2h,2025,FALSE,base,925.36,-1052.61,181424.31,-48715.42,138950.88,70001.21,37049.1,175999.98,247596,69612
2054,2025-01,NSW,2h,2025,FALSE,base,927.35,-1055.67,181637.23,-50720.34,136696.44,68613.91,37405.86,174102.3,247596,69612
2055,2025-01,NSW,2h,2025,FALSE,base,926.54,-1053.87,187426.88,-49973.01,142163.1,72616.31,37245.41,179408.51,247596,69612
2056,2025-01,NSW,2h,2025,FALSE,base,928.73,-1057.15,177752.51,-48047.05,134193.35,65201.27,37114.25,171307.59,247596,69612
2057,2025-01,NSW,2h,2025,FALSE,base,924.26,-1051.52,182228.76,-49852.27,138293.6,71232.55,38318.54,176612.13,247596,69612
2058,2025-01,NSW,2h,2025,FALSE,base,924.35,-1051.72,180882.27,-49774.96,136798.78,68825.62,37056.21,173855,247596,69612
2059,2025-01,NSW,2h,2025,FALSE,base,926.47,-1053.83,179724.51,-50069.13,134919.89,67727,35874.18,170794.07,247596,69612
2060,2025-01,NSW,2h,2025,FALSE,base,924.45,-1052.33,177435.59,-50219.29,132403.79,66790.12,34944.27,167348.06,247596,69612
2025,2025-01,NSW,4h,2025,FALSE,base,1823.74,-2082.05,236850.36,-48898.98,230600.8,67870.49,94819.36,325420.15,263710,74010
2026,2025-01,NSW,4h,2025,FALSE,base,1818.4,-2073.16,322994.79,-62717.91,275758.18,95530.51,29626.45,305384.63,263710,74010
2027,2025-01,NSW,4h,2025,FALSE,base,1825.27,-2080.43,238961.54,-74409.05,180613.56,50177.51,28034.75,208648.31,263710,74010
2028,2025-01,NSW,4h,2025,FALSE,base,1829.59,-2086.89,250419.35,-98326.24,169468.03,49579.92,24372.96,193841,263710,74010
2029,2025-01,NSW,4h,2025,FALSE,base,1836.71,-2091.57,280774.23,-101271.19,196248.86,61937.42,28909.26,225158.12,263710,74010
2030,2025-01,NSW,4h,2025,FALSE,base,1845.19,-2099.79,238151.09,-84004.69,167950.54,44918.53,30756.31,198706.86,263710,74010
2031,2025-01,NSW,4h,2025,FALSE,base,1808.04,-2062.8,200748.66,-86538.96,128402.13,37707.26,19226.94,147629.07,263710,74010
2032,2025-01,NSW,4h,2025,FALSE,base,1821.84,-2078.12,223098.53,-101654.31,136436.65,41113.72,18088.95,154525.59,263710,74010
2033,2025-01,NSW,4h,2025,FALSE,base,1822.36,-2077.13,237345.23,-104097.69,147450.63,46280.63,19197.59,166648.21,263710,74010
2034,2025-01,NSW,4h,2025,FALSE,base,1837.42,-2091.96,247054.23,-105595.47,153804.5,45231.22,25414.44,179218.95,263710,74010
2035,2025-01,NSW,4h,2025,FALSE,base,1827.42,-2081.74,241397.83,-99639.59,154053.09,49491.92,21995.04,176048.14,263710,74010
2036,2025-01,NSW,4h,2025,FALSE,base,1877.12,-2135.11,297715.65,-108353.31,195513.3,67491.45,45998.17,241511.47,263710,74010
2037,2025-01,NSW,4h,2025,FALSE,base,1859.39,-2113.7,305113.24,-103402.68,207919.87,75521.94,47728.79,255648.66,263710,74010
2038,2025-01,NSW,4h,2025,FALSE,base,1867.53,-2122.91,310940.63,-103677.19,211284.8,77888.79,49988.73,261273.52,263710,74010
2039,2025-01,NSW,4h,2025,FALSE,base,1863.92,-2118.69,314528.35,-110439.09,212040.47,79836.11,50218.37,262258.83,263710,74010
2040,2025-01,NSW,4h,2025,FALSE,base,1868.1,-2125.45,315893.44,-116119.79,206615.97,78502.62,51117.52,257733.49,263710,74010
2041,2025-01,NSW,4h,2025,FALSE,base,1856.26,-2110.7,297917.84,-118850.4,186147.55,58893.1,50053.72,236201.27,263710,74010
2042,2025-01,NSW,4h,2025,FALSE,base,1858.79,-2113.89,297954.21,-113774.79,190540.23,61002.16,52010.13,242550.37,263710,74010
2043,2025-01,NSW,4h,2025,FALSE,base,1865.24,-2121.04,297847.88,-112728.12,191277.31,61916.84,53141.17,244418.48,263710,74010
2044,2025-01,NSW,4h,2025,FALSE,base,1868.15,-2126.06,304019.08,-113845.71,195335.46,66930.27,53115.56,248451.02,263710,74010
2045,2025-01,NSW,4h,2025,FALSE,base,1860.24,-2115.82,302637.51,-110810.33,199605.4,72363.61,52020.85,251626.25,263710,74010
2046,2025-01,NSW,4h,2025,FALSE,base,1860.86,-2116.06,301426.3,-112341.56,196194.88,69760.5,52879.59,249074.48,263710,74010
2047,2025-01,NSW,4h,2025,FALSE,base,1861.53,-2117.4,299645.36,-109400.68,197680.78,69157.25,52451.31,250132.08,263710,74010
2048,2025-01,NSW,4h,2025,FALSE,base,1864.7,-2122.71,300753.66,-111386.77,196934.66,72342.98,48318.89,245253.55,263710,74010
2049,2025-01,NSW,4h,2025,FALSE,base,1857.14,-2112.26,300820.05,-111116.28,199021.09,73986.5,48833.84,247854.93,263710,74010
2050,2025-01,NSW,4h,2025,FALSE,base,1854.05,-2109.29,294168.34,-109333.5,192982.58,69972.46,50876,243858.58,263710,74010
2051,2025-01,NSW,4h,2025,FALSE,base,1847.37,-2102.14,294618.62,-106342.56,195890.4,71296.44,50722.32,246612.72,263710,74010
2052,2025-01,NSW,4h,2025,FALSE,base,1854.22,-2111.97,292823.84,-101389.55,197269.14,71733.32,54195.08,251464.23,263710,74010
2053,2025-01,NSW,4h,2025,FALSE,base,1854.36,-2109.9,292945.2,-105150.6,196108.96,71584.65,51187.42,247296.39,263710,74010
2054,2025-01,NSW,4h,2025,FALSE,base,1847.41,-2103.62,292110.62,-106193.47,193438,70249.82,51374.03,244812.04,263710,74010
2055,2025-01,NSW,4h,2025,FALSE,base,1849.01,-2104.1,297661.28,-104149.77,200074.36,74806.25,51425.53,251499.89,263710,74010
2056,2025-01,NSW,4h,2025,FALSE,base,1851.02,-2108.29,288217.32,-102345.07,192206.12,67668.02,50730.4,242936.51,263710,74010
2057,2025-01,NSW,4h,2025,FALSE,base,1851.39,-2106.69,294578.13,-105701.84,195232.85,73605.61,52014.8,247247.64,263710,74010
2058,2025-01,NSW,4h,2025,FALSE,base,1851.31,-2107.36,292468.31,-105490.18,193501.49,71474.66,50741.35,244242.85,263710,74010
2059,2025-01,NSW,4h,2025,FALSE,base,1842.25,-2096.72,288878.79,-104945.12,190575.63,70230.21,49426.98,240002.61,263710,74010
2060,2025-01,NSW,4h,2025,FALSE,base,1846.69,-2103.5,286535.31,-106617.61,187374.26,69037.32,47619.32,234993.58,263710,74010
2025,2025-01,QLD,1h,2025,FALSE,base,453.38,-516.94,109595.54,-8202.31,119739.77,80564.62,55800.66,175540.43,230625,56000
2026,2025-01,QLD,1h,2025,FALSE,base,457.63,-521.46,122087.72,-7792.43,121552.19,71158.62,16001.75,137553.95,230625,56000
2027,2025-01,QLD,1h,2025,FALSE,base,456.41,-520.23,118181.96,-4962.07,119492.72,68750.84,13265.66,132758.38,230625,56000
2028,2025-01,QLD,1h,2025,FALSE,base,459.89,-524.05,125931.44,-6067.23,124863.33,75946.86,11976.23,136839.56,230625,56000
2029,2025-01,QLD,1h,2025,FALSE,base,460.09,-524.03,127669.55,-5090.86,127242.36,78388.84,14096.07,141338.43,230625,56000
2030,2025-01,QLD,1h,2025,FALSE,base,459.11,-522.9,126899.52,-6255.93,124317.86,78204.39,14248.84,138566.71,230625,56000
2031,2025-01,QLD,1h,2025,FALSE,base,454.65,-518.38,116814.06,-8039.4,112041.29,69325.53,10221.61,122262.91,230625,56000
2032,2025-01,QLD,1h,2025,FALSE,base,460.69,-525.01,99422.12,-16156.79,87348.54,52824.71,9782.98,97131.52,230625,56000
2033,2025-01,QLD,1h,2025,FALSE,base,457.05,-521.68,102755.22,-14545.65,92056.4,54549.77,10704.29,102760.69,230625,56000
2034,2025-01,QLD,1h,2025,FALSE,base,459.67,-523.41,107994.14,-19628.85,92869.4,54985.96,13771.88,106641.29,230625,56000
2035,2025-01,QLD,1h,2025,FALSE,base,458.25,-522.64,103779.42,-19462.14,88931.21,53975.72,12131.43,101062.65,230625,56000
2036,2025-01,QLD,1h,2025,FALSE,base,459.01,-523.07,134580.61,-20945.78,116645.4,77694.6,23616.91,140262.3,230625,56000
2037,2025-01,QLD,1h,2025,FALSE,base,456.57,-520.18,134627.55,-20349.21,117468.88,79732.69,25282.09,142750.98,230625,56000
2038,2025-01,QLD,1h,2025,FALSE,base,456.43,-521.34,122183.2,-21666.33,104154.49,68572.09,26553.09,130707.58,230625,56000
2039,2025-01,QLD,1h,2025,FALSE,base,456.46,-520.44,125435.79,-21796.12,107848.54,70183.52,25911.88,133760.42,230625,56000
2040,2025-01,QLD,1h,2025,FALSE,base,460.41,-524.58,125302.38,-20722.55,107847.17,69939.99,27005.98,134853.14,230625,56000
2041,2025-01,QLD,1h,2025,FALSE,base,457.14,-520.98,127271.28,-20923.49,110228.11,72669.61,25803.49,136031.6,230625,56000
2042,2025-01,QLD,1h,2025,FALSE,base,456.64,-520.54,107136.4,-20909.12,90160.76,53769.53,26254.45,116415.22,230625,56000
2043,2025-01,QLD,1h,2025,FALSE,base,457.8,-521.8,103998.65,-19629.61,88466.39,50391.46,26434.74,114901.13,230625,56000
2044,2025-01,QLD,1h,2025,FALSE,base,456.82,-520.66,109925.91,-19569.68,94017.29,54907.84,26280,120297.29,230625,56000
2045,2025-01,QLD,1h,2025,FALSE,base,458.76,-522.64,107596.2,-18330.12,93462.58,54128.75,26046.67,119509.25,230625,56000
2046,2025-01,QLD,1h,2025,FALSE,base,456.91,-521.44,103349.36,-17453.16,90802.83,50238.55,26761.26,117564.09,230625,56000
2047,2025-01,QLD,1h,2025,FALSE,base,455.65,-519.26,104902.33,-17701.17,91469.67,51208,25587.53,117057.2,230625,56000
2048,2025-01,QLD,1h,2025,FALSE,base,458.7,-523.8,97707.31,-17299.85,84587.65,44718.3,24718.09,109305.74,230625,56000
2049,2025-01,QLD,1h,2025,FALSE,base,456.34,-520.36,92727.35,-16574.02,81490.59,41836.82,25333.59,106824.18,230625,56000
2050,2025-01,QLD,1h,2025,FALSE,base,455.61,-519.34,104832,-18271.33,92305.1,52490.42,26406.77,118711.87,230625,56000
2051,2025-01,QLD,1h,2025,FALSE,base,456.26,-519.98,108357.95,-18193.68,95793.18,55143.63,25926.25,121719.43,230625,56000
2052,2025-01,QLD,1h,2025,FALSE,base,457.3,-521.77,106738.96,-18898.7,93344.03,53251.95,27309.01,120653.03,230625,56000
2053,2025-01,QLD,1h,2025,FALSE,base,457.5,-521.56,111269.72,-17597.62,99102.68,58788.97,26331.47,125434.15,230625,56000
2054,2025-01,QLD,1h,2025,FALSE,base,456.1,-520.64,113133.33,-17612.46,100734.5,59638.55,25864.64,126599.14,230625,56000
2055,2025-01,QLD,1h,2025,FALSE,base,456.08,-519.87,99373.99,-17245.42,87200.3,47691.8,26733.36,113933.67,230625,56000
2056,2025-01,QLD,1h,2025,FALSE,base,455.44,-519.32,106624.04,-16863.36,95110.55,55210.4,26178.07,121288.62,230625,56000
2057,2025-01,QLD,1h,2025,FALSE,base,455.24,-519.44,113246.87,-17583.65,100741.55,60469.38,25985.95,126727.5,230625,56000
2058,2025-01,QLD,1h,2025,FALSE,base,455.45,-519.02,107496.91,-17056.34,95159.66,56824.43,26340.9,121500.56,230625,56000
2059,2025-01,QLD,1h,2025,FALSE,base,454.31,-518.17,103275.5,-18101.1,89697.47,51807.15,24813.03,114510.5,230625,56000
2060,2025-01,QLD,1h,2025,FALSE,base,454.84,-519.48,115859.76,-18950.93,102003.57,64026.66,24496.41,126499.99,230625,56000
2025,2025-01,QLD,2h,2025,FALSE,base,916.1,-1043.59,150182.38,-17752.37,160526.99,80567.59,74209.96,234736.96,247596,69612
2026,2025-01,QLD,2h,2025,FALSE,base,914.68,-1042.22,173057.19,-16395.59,165879.53,72136.1,21154.31,187033.85,247596,69612
2027,2025-01,QLD,2h,2025,FALSE,base,911.36,-1039.08,167515.19,-10557.71,163502.64,69576.64,16977.53,180480.18,247596,69612
2028,2025-01,QLD,2h,2025,FALSE,base,912.48,-1040.5,171987.94,-13577.66,164265.07,76037.15,15486.53,179751.61,247596,69612
2029,2025-01,QLD,2h,2025,FALSE,base,912.92,-1040.4,174453.44,-11496,168185.81,79515.58,18086.26,186272.07,247596,69612
2030,2025-01,QLD,2h,2025,FALSE,base,918.18,-1046.09,170945.09,-12907.33,162373.1,78640.47,18680,181053.1,247596,69612
2031,2025-01,QLD,2h,2025,FALSE,base,901.65,-1029.39,158542.06,-16400.32,146808.1,69512.71,12509.95,159318.05,247596,69612
2032,2025-01,QLD,2h,2025,FALSE,base,907.71,-1036.09,141986.54,-32168.54,116034.68,53700.92,12244.21,128278.89,247596,69612
2033,2025-01,QLD,2h,2025,FALSE,base,900.39,-1028.64,146074.08,-32330.15,119017.96,54785.27,13237.22,132255.18,247596,69612
2034,2025-01,QLD,2h,2025,FALSE,base,915.94,-1043.65,159321.01,-41463.16,123633.74,55167.56,17689.67,141323.41,247596,69612
2035,2025-01,QLD,2h,2025,FALSE,base,911.82,-1040.63,156963.28,-37599.3,125391.12,59438.47,15302.1,140693.22,247596,69612
2036,2025-01,QLD,2h,2025,FALSE,base,927.66,-1056.38,190986.22,-43839.98,151247.87,78351.76,32210.62,183458.49,247596,69612
2037,2025-01,QLD,2h,2025,FALSE,base,923.79,-1051.35,190215.35,-42387.94,151069.15,80477.09,33478.73,184547.88,247596,69612
2038,2025-01,QLD,2h,2025,FALSE,base,923.93,-1052.94,181690.05,-42397.99,142898.03,72822.66,35361.71,178259.73,247596,69612
2039,2025-01,QLD,2h,2025,FALSE,base,922,-1050.25,181690.37,-43855.94,143203.03,72148.13,35283.56,178486.6,247596,69612
2040,2025-01,QLD,2h,2025,FALSE,base,927.4,-1056.19,181363.17,-44451.32,141392.87,70456.2,36162.78,177555.65,247596,69612
2041,2025-01,QLD,2h,2025,FALSE,base,920.56,-1048.14,182558.4,-42728.93,144465.4,73208.45,34776.38,179241.78,247596,69612
2042,2025-01,QLD,2h,2025,FALSE,base,922.24,-1049.72,162387.46,-42445.35,124524.44,54188.7,35879.97,160404.41,247596,69612
2043,2025-01,QLD,2h,2025,FALSE,base,925.23,-1053.34,161079.78,-39626.38,125518.24,52589.27,36331.85,161850.09,247596,69612
2044,2025-01,QLD,2h,2025,FALSE,base,923.67,-1051.85,165439.28,-39134.71,130830.57,56609.12,36104.43,166935.01,247596,69612
2045,2025-01,QLD,2h,2025,FALSE,base,924.3,-1051.66,161060.88,-38434.58,128138.25,54326.98,35297.09,163435.34,247596,69612
2046,2025-01,QLD,2h,2025,FALSE,base,924.36,-1053.94,160238.2,-37085.25,128305.99,51605.98,36076.74,164382.72,247596,69612
2047,2025-01,QLD,2h,2025,FALSE,base,922.18,-1049.67,160349.9,-37359.04,128502.27,51520.5,35082.06,163584.34,247596,69612
2048,2025-01,QLD,2h,2025,FALSE,base,924.53,-1054,150707.88,-37367.49,118906,45037.73,33485,152391,247596,69612
2049,2025-01,QLD,2h,2025,FALSE,base,923.01,-1051.51,146402.64,-36101.61,116382.9,42242.22,34321.98,150704.88,247596,69612
2050,2025-01,QLD,2h,2025,FALSE,base,921.72,-1049.49,161877.22,-37905.01,129580.44,53221.01,35402.86,164983.29,247596,69612
2051,2025-01,QLD,2h,2025,FALSE,base,918.04,-1045.34,164380.92,-37581.25,133579.18,56127.37,34947.31,168526.49,247596,69612
2052,2025-01,QLD,2h,2025,FALSE,base,917.87,-1046.8,162565.41,-37893.36,130610.86,54068.36,37128.06,167738.92,247596,69612
2053,2025-01,QLD,2h,2025,FALSE,base,916.5,-1043.76,166393.73,-36712.51,136381.39,59438.27,35456.21,171837.6,247596,69612
2054,2025-01,QLD,2h,2025,FALSE,base,917.81,-1047.26,168750.08,-36827.67,138201.02,60274.65,35106.43,173307.45,247596,69612
2055,2025-01,QLD,2h,2025,FALSE,base,918.42,-1045.76,156277.41,-37492.69,125103.35,49246.29,35838.32,160941.68,247596,69612
2056,2025-01,QLD,2h,2025,FALSE,base,921.16,-1049.68,164015.33,-36166.83,133999.7,57868.78,35418.29,169417.99,247596,69612
2057,2025-01,QLD,2h,2025,FALSE,base,914.66,-1043.4,170299.25,-37304.42,139140.49,62597.88,35409.09,174549.58,247596,69612
2058,2025-01,QLD,2h,2025,FALSE,base,915.07,-1041.83,163145.66,-37104.21,131197.66,58109.02,35371.82,166569.48,247596,69612
2059,2025-01,QLD,2h,2025,FALSE,base,914.78,-1042.25,157990.83,-37128.34,126135.97,53448.94,33814.3,159950.27,247596,69612
2060,2025-01,QLD,2h,2025,FALSE,base,912.81,-1042.27,167950.56,-38358.53,136413.25,64916.54,33138.37,169551.62,247596,69612
2025,2025-01,QLD,4h,2025,FALSE,base,1819.19,-2074.41,240121.97,-48313.13,233284.31,80705.12,92452.26,325736.57,263710,74010
2026,2025-01,QLD,4h,2025,FALSE,base,1800.33,-2055.09,264856.49,-39948.77,238169.02,72029.85,28901.52,267070.55,263710,74010
2027,2025-01,QLD,4h,2025,FALSE,base,1785.08,-2040.39,252795.09,-26659.2,235236.86,69466.73,23755.45,258992.31,263710,74010
2028,2025-01,QLD,4h,2025,FALSE,base,1794.37,-2051.41,253823.12,-32365.3,230787.29,75937.47,21811.15,252598.45,263710,74010
2029,2025-01,QLD,4h,2025,FALSE,base,1796.9,-2051.8,254804.94,-27753.32,234389.91,79522.52,25676.29,260066.2,263710,74010
2030,2025-01,QLD,4h,2025,FALSE,base,1807.96,-2062.92,247957.76,-30183.71,223977.07,78556.87,26652.85,250629.92,263710,74010
2031,2025-01,QLD,4h,2025,FALSE,base,1762.85,-2017.8,232607.12,-37608.47,201686.53,69277.94,16793.33,218479.87,263710,74010
2032,2025-01,QLD,4h,2025,FALSE,base,1783.55,-2042.2,216483.2,-68628.99,158461.03,53729.78,16831.15,175292.18,263710,74010
2033,2025-01,QLD,4h,2025,FALSE,base,1768.35,-2024.42,222153.23,-71281.8,160796.11,54943.58,17945.75,178741.85,263710,74010
2034,2025-01,QLD,4h,2025,FALSE,base,1794.54,-2049.58,249311.81,-88159.23,171138.8,55220.59,24047.42,195186.22,263710,74010
2035,2025-01,QLD,4h,2025,FALSE,base,1782.96,-2040.4,240079.2,-79788.63,169766.13,59493.54,20544.04,190310.18,263710,74010
2036,2025-01,QLD,4h,2025,FALSE,base,1846.65,-2103.82,292565.83,-92489.9,206189.82,78532.87,44767.26,250957.08,263710,74010
2037,2025-01,QLD,4h,2025,FALSE,base,1837.68,-2092.92,289232.41,-90389.9,204352.72,80672.15,46525.62,250878.34,263710,74010
2038,2025-01,QLD,4h,2025,FALSE,base,1839.08,-2095.34,284578.27,-89529.37,200260.97,75811.9,48822.93,249083.9,263710,74010
2039,2025-01,QLD,4h,2025,FALSE,base,1835.85,-2090.95,285489.51,-92247.93,198775.62,72574.99,48679.21,247454.83,263710,74010
2040,2025-01,QLD,4h,2025,FALSE,base,1847.63,-2105.03,283569.07,-93378.81,196851.86,70670.72,49875.02,246726.88,263710,74010
2041,2025-01,QLD,4h,2025,FALSE,base,1833.71,-2088.56,285515.63,-91446.95,200073.91,73308.47,47761.38,247835.29,263710,74010
2042,2025-01,QLD,4h,2025,FALSE,base,1837.57,-2093.04,263226.17,-88807.08,180195.24,54340.54,50367.5,230562.75,263710,74010
2043,2025-01,QLD,4h,2025,FALSE,base,1837.62,-2092.93,262698.46,-82790.05,184294.53,52854.58,50401.85,234696.38,263710,74010
2044,2025-01,QLD,4h,2025,FALSE,base,1843.42,-2100.01,267907.19,-82156.32,189299.97,56671.38,50538.73,239838.7,263710,74010
2045,2025-01,QLD,4h,2025,FALSE,base,1838.26,-2094.04,263162.33,-82515.71,186007.07,54503.23,49941.92,235949,263710,74010
2046,2025-01,QLD,4h,2025,FALSE,base,1839.94,-2098.66,264526.55,-81318.4,188000.72,51832.7,50253.58,238254.31,263710,74010
2047,2025-01,QLD,4h,2025,FALSE,base,1836.4,-2091.46,264378.67,-80653.85,189578.57,51743.27,49556.29,239134.86,263710,74010
2048,2025-01,QLD,4h,2025,FALSE,base,1836.53,-2094.87,250651.63,-79794.44,176115.24,45321.49,46356.46,222471.7,263710,74010
2049,2025-01,QLD,4h,2025,FALSE,base,1835.12,-2092.03,246540.01,-79326.44,174243.11,42452.16,47120.01,221363.13,263710,74010
2050,2025-01,QLD,4h,2025,FALSE,base,1828.6,-2083.73,265678.88,-81466.95,191058.14,53782.31,48707.57,239765.71,263710,74010
2051,2025-01,QLD,4h,2025,FALSE,base,1828.76,-2084.23,269661.65,-79311.07,196944.73,56866.05,48543.1,245487.83,263710,74010
2052,2025-01,QLD,4h,2025,FALSE,base,1834.13,-2092.37,268502.7,-79701.08,194227.56,54795.78,50694.47,244922.02,263710,74010
2053,2025-01,QLD,4h,2025,FALSE,base,1827.76,-2083.03,271989.14,-77628.67,200114.32,60019.37,48852.65,248966.97,263710,74010
2054,2025-01,QLD,4h,2025,FALSE,base,1823.59,-2079.99,272169.65,-77264.85,202360.08,61131.01,48115.93,250476.01,263710,74010
2055,2025-01,QLD,4h,2025,FALSE,base,1824.13,-2078.75,260625.53,-77948.87,188700.59,49717.43,48848.31,237548.91,263710,74010
2056,2025-01,QLD,4h,2025,FALSE,base,1833.76,-2091.64,267814.45,-77629.77,196586.8,58659.81,47857.54,244444.33,263710,74010
2057,2025-01,QLD,4h,2025,FALSE,base,1822.31,-2079.54,274787.01,-78304.47,202406.73,63650.7,48688.38,251095.1,263710,74010
2058,2025-01,QLD,4h,2025,FALSE,base,1819.57,-2073.74,264028.81,-77643.67,192647.82,59239.07,47995.04,240642.87,263710,74010
2059,2025-01,QLD,4h,2025,FALSE,base,1813.48,-2068.6,256664.07,-76953.57,186197.61,54481.18,46600.46,232798.07,263710,74010
2060,2025-01,QLD,4h,2025,FALSE,base,1818.98,-2078.75,266569.71,-77978.1,194984.18,66000.55,45408.47,240392.65,263710,74010
2025,2025-01,SA,1h,2025,FALSE,base,455.21,-520.21,110508.75,17651.9,134856.01,78300.23,50560.15,185416.16,230625,56000
2026,2025-01,SA,1h,2025,FALSE,base,449.03,-513.73,110788.06,12982.58,126272.12,65500.13,16046.63,142318.75,230625,56000
2027,2025-01,SA,1h,2025,FALSE,base,445.06,-510.04,120776.06,4221.38,127908.36,75558.79,13275.1,141183.46,230625,56000
2028,2025-01,SA,1h,2025,FALSE,base,449.47,-514.64,91832.3,6581.55,102232.31,44886.72,11764.43,113996.74,230625,56000
2029,2025-01,SA,1h,2025,FALSE,base,447.16,-511.71,100383.84,3033.39,107007.44,46357.15,14258.23,121265.67,230625,56000
