date,value,region,vintage
2038-03,144.38,NSW,August_24
2038-04,135.17,NSW,August_24
2038-05,103.58,NSW,August_24
2038-06,189.98,NSW,August_24
2038-07,151.29,NSW,August_24
2038-08,124.79,NSW,August_24
2038-09,82.71,NSW,August_24
2038-10,66.65,NSW,August_24
2038-11,52.46,NSW,August_24
2038-12,52.98,NSW,August_24
2039-01,98.55,NSW,August_24
2039-02,115.71,NSW,August_24
2039-03,149.48,NSW,August_24
2039-04,134.59,NSW,August_24
2039-05,116.43,NSW,August_24
2039-06,172.43,NSW,August_24
2039-07,153.29,NSW,August_24
2039-08,127.5,NSW,August_24
2039-09,80.22,NSW,August_24
2039-10,63.88,NSW,August_24
2039-11,50.22,NSW,August_24
2039-12,54.4,NSW,August_24
2040-01,105.54,NSW,August_24
2040-02,116.56,NSW,August_24
2040-03,154.34,NSW,August_24
2040-04,135.4,NSW,August_24
2040-05,108.57,NSW,August_24
2040-06,169.23,NSW,August_24
2040-07,138.18,NSW,August_24
2040-08,125.06,NSW,August_24
2040-09,81.4,NSW,August_24
2040-10,64.21,NSW,August_24
2040-11,46.01,NSW,August_24
2040-12,52.37,NSW,August_24
2041-01,95.64,NSW,August_24
2041-02,115.4,NSW,August_24
2041-03,162.37,NSW,August_24
2041-04,141.05,NSW,August_24
2041-05,111.73,NSW,August_24
2041-06,177.25,NSW,August_24
2041-07,136.95,NSW,August_24
2041-08,125.1,NSW,August_24
2041-09,90.43,NSW,August_24
2041-10,66.27,NSW,August_24
2041-11,51.49,NSW,August_24
2041-12,70.45,NSW,August_24
2042-01,98.64,NSW,August_24
2042-02,111.82,NSW,August_24
2042-03,145.34,NSW,August_24
2042-04,135.58,NSW,August_24
2042-05,109.68,NSW,August_24
2042-06,189.58,NSW,August_24
2042-07,142.74,NSW,August_24
2042-08,128.24,NSW,August_24
2042-09,93.06,NSW,August_24
2042-10,66.75,NSW,August_24
2042-11,58.97,NSW,August_24
2042-12,56.06,NSW,August_24
2043-01,98.36,NSW,August_24
2043-02,118.3,NSW,August_24
2043-03,142.57,NSW,August_24
2043-04,134.27,NSW,August_24
2043-05,110.51,NSW,August_24
2043-06,167.85,NSW,August_24
2043-07,143.06,NSW,August_24
2043-08,126.23,NSW,August_24
2043-09,98.62,NSW,August_24
2043-10,65.24,NSW,August_24
2043-11,52.61,NSW,August_24
2043-12,64.47,NSW,August_24
2044-01,101.41,NSW,August_24
2044-02,111.71,NSW,August_24
2044-03,151.41,NSW,August_24
2044-04,130.45,NSW,August_24
2044-05,115.74,NSW,August_24
2044-06,172.96,NSW,August_24
2044-07,134.31,NSW,August_24
2044-08,135.27,NSW,August_24
2044-09,88.29,NSW,August_24
2044-10,65.89,NSW,August_24
2044-11,56.56,NSW,August_24
2044-12,54.42,NSW,August_24
2045-01,102.83,NSW,August_24
2045-02,115.21,NSW,August_24
2045-03,142.3,NSW,August_24
2045-04,134.77,NSW,August_24
2045-05,110.47,NSW,August_24
2045-06,176.48,NSW,August_24
2045-07,143.3,NSW,August_24
2045-08,128.91,NSW,August_24
2045-09,89.89,NSW,August_24
2045-10,66.84,NSW,August_24
2045-11,51.05,NSW,August_24
2045-12,53.95,NSW,August_24
2046-01,97.15,NSW,August_24
2046-02,112.27,NSW,August_24
2046-03,141.28,NSW,August_24
2046-04,142.0,NSW,August_24
2046-05,109.77,NSW,August_24
2046-06,195.26,NSW,August_24
2046-07,150.02,NSW,August_24
2046-08,127.78,NSW,August_24
2046-09,93.04,NSW,August_24
2046-10,67.53,NSW,August_24
2046-11,60.01,NSW,August_24
2046-12,54.97,NSW,August_24
2047-01,99.51,NSW,August_24
2047-02,117.43,NSW,August_24
2047-03,140.87,NSW,August_24
2047-04,132.24,NSW,August_24
2047-05,110.1,NSW,August_24
2047-06,167.93,NSW,August_24
2047-07,138.58,NSW,August_24
2047-08,133.9,NSW,August_24
2047-09,88.17,NSW,August_24
2047-10,69.64,NSW,August_24
2047-11,50.31,NSW,August_24
2047-12,54.45,NSW,August_24
2048-01,97.89,NSW,August_24
2048-02,107.97,NSW,August_24
2048-03,148.02,NSW,August_24
2048-04,129.45,NSW,August_24
2048-05,120.82,NSW,August_24
2048-06,172.83,NSW,August_24
2048-07,142.61,NSW,August_24
2048-08,129.48,NSW,August_24
2048-09,89.59,NSW,August_24
2048-10,67.86,NSW,August_24
2048-11,52.4,NSW,August_24
2048-12,52.76,NSW,August_24
2049-01,97.87,NSW,August_24
2049-02,110.03,NSW,August_24
2049-03,138.93,NSW,August_24
2049-04,140.39,NSW,August_24
2049-05,110.23,NSW,August_24
2049-06,197.75,NSW,August_24
2049-07,138.28,NSW,August_24
2049-08,129.81,NSW,August_24
2049-09,81.42,NSW,August_24
2049-10,58.03,NSW,August_24
2049-11,42.14,NSW,August_24
2049-12,44.19,NSW,August_24
2050-01,101.7,NSW,August_24
2050-02,107.84,NSW,August_24
2050-03,137.24,NSW,August_24
2050-04,130.71,NSW,August_24
2050-05,111.14,NSW,August_24
2050-06,193.53,NSW,August_24
2050-07,139.38,NSW,August_24
2050-08,130.21,NSW,August_24
2050-09,86.94,NSW,August_24
2050-10,60.66,NSW,August_24
2050-11,44.14,NSW,August_24
2050-12,44.74,NSW,August_24
2051-01,97.43,NSW,August_24
2051-02,109.27,NSW,August_24
2051-03,140.82,NSW,August_24
2051-04,138.71,NSW,August_24
2051-05,114.66,NSW,August_24
2051-06,174.17,NSW,August_24
2051-07,143.03,NSW,August_24
2051-08,148.46,NSW,August_24
2051-09,83.63,NSW,August_24
2051-10,56.05,NSW,August_24
2051-11,41.44,NSW,August_24
2051-12,44.58,NSW,August_24
2052-01,87.33,NSW,August_24
2052-02,113.4,NSW,August_24
2052-03,138.2,NSW,August_24
2052-04,130.92,NSW,August_24
2052-05,117.41,NSW,August_24
2052-06,193.85,NSW,August_24
2052-07,126.84,NSW,August_24
2052-08,125.54,NSW,August_24
2052-09,86.33,NSW,August_24
2052-10,59.11,NSW,August_24
2052-11,44.51,NSW,August_24
2052-12,73.35,NSW,August_24
2053-01,89.32,NSW,August_24
2053-02,116.45,NSW,August_24
2053-03,153.32,NSW,August_24
2053-04,136.54,NSW,August_24
2053-05,115.8,NSW,August_24
2053-06,172.83,NSW,August_24
2053-07,145.22,NSW,August_24
2053-08,128.63,NSW,August_24
2053-09,78.83,NSW,August_24
2053-10,57.87,NSW,August_24
2053-11,43.03,NSW,August_24
2053-12,42.79,NSW,August_24
2054-01,91.85,NSW,August_24
2054-02,112.38,NSW,August_24
2054-03,138.0,NSW,August_24
2054-04,133.95,NSW,August_24
2054-05,117.39,NSW,August_24
2054-06,175.98,NSW,August_24
2054-07,140.12,NSW,August_24
2054-08,129.42,NSW,August_24
2054-09,81.75,NSW,August_24
2054-10,59.44,NSW,August_24
2054-11,44.3,NSW,August_24
2054-12,45.49,NSW,August_24
2055-01,97.29,NSW,August_24
2055-02,114.42,NSW,August_24
2055-03,139.5,NSW,August_24
2055-04,144.69,NSW,August_24
2055-05,117.37,NSW,August_24
2055-06,174.07,NSW,August_24
2055-07,134.16,NSW,August_24
2055-08,128.83,NSW,August_24
2055-09,78.09,NSW,August_24
2055-10,61.15,NSW,August_24
2055-11,41.9,NSW,August_24
2055-12,43.68,NSW,August_24
2056-01,84.84,NSW,August_24
2056-02,127.14,NSW,August_24
2056-03,150.74,NSW,August_24
2056-04,129.22,NSW,August_24
2056-05,119.46,NSW,August_24
2056-06,175.03,NSW,August_24
2056-07,146.08,NSW,August_24
2056-08,137.89,NSW,August_24
2056-09,79.58,NSW,August_24
2056-10,59.49,NSW,August_24
2056-11,44.31,NSW,August_24
2056-12,44.64,NSW,August_24
2057-01,94.64,NSW,August_24
2057-02,109.93,NSW,August_24
2057-03,141.09,NSW,August_24
2057-04,144.31,NSW,August_24
2057-05,119.13,NSW,August_24
