year,value,region,duration,vintage
2029,266.65,TAS,Half-hourly,May25
2030,267.2,TAS,Half-hourly,May25
2031,243.55,TAS,Half-hourly,May25
2032,259.11,TAS,Half-hourly,May25
2033,250.17,TAS,Half-hourly,May25
2034,253.78,TAS,Half-hourly,May25
2035,238.84,TAS,Half-hourly,May25
2036,266.89,TAS,Half-hourly,May25
2037,256.03,TAS,Half-hourly,May25
2038,255.21,TAS,Half-hourly,May25
2039,256.52,TAS,Half-hourly,May25
2040,254.73,TAS,Half-hourly,May25
2041,256.49,TAS,Half-hourly,May25
2042,259.83,TAS,Half-hourly,May25
2043,252.69,TAS,Half-hourly,May25
2044,258.75,TAS,Half-hourly,May25
2045,251.17,TAS,Half-hourly,May25
2046,244.54,TAS,Half-hourly,May25
2047,243.29,TAS,Half-hourly,May25
2048,248.83,TAS,Half-hourly,May25
2049,239.67,TAS,Half-hourly,May25
2050,234.63,TAS,Half-hourly,May25
2051,237.07,TAS,Half-hourly,May25
2052,239.29,TAS,Half-hourly,May25
2053,235.18,TAS,Half-hourly,May25
2054,235.42,TAS,Half-hourly,May25
2055,235.85,TAS,Half-hourly,May25
2056,239.92,TAS,Half-hourly,May25
2057,231.75,TAS,Half-hourly,May25
2058,235.32,TAS,Half-hourly,May25
2059,237.99,TAS,Half-hourly,May25
2060,237.05,TAS,Half-hourly,May25
2026,234.24,TAS,1hr,May25
2027,228.28,TAS,1hr,May25
2028,221.02,TAS,1hr,May25
2029,224.8,TAS,1hr,May25
2030,222.97,TAS,1hr,May25
2031,204.99,TAS,1hr,May25
2032,213.2,TAS,1hr,May25
2033,212.3,TAS,1hr,May25
2034,218.34,TAS,1hr,May25
2035,204.53,TAS,1hr,May25
2036,227.02,TAS,1hr,May25
2037,221.42,TAS,1hr,May25
2038,222.28,TAS,1hr,May25
2039,224.0,TAS,1hr,May25
2040,219.9,TAS,1hr,May25
2041,222.05,TAS,1hr,May25
2042,223.36,TAS,1hr,May25
2043,220.48,TAS,1hr,May25
2044,225.64,TAS,1hr,May25
2045,218.83,TAS,1hr,May25
2046,215.49,TAS,1hr,May25
2047,212.92,TAS,1hr,May25
2048,217.25,TAS,1hr,May25
2049,209.41,TAS,1hr,May25
2050,205.33,TAS,1hr,May25
2051,206.08,TAS,1hr,May25
2052,207.63,TAS,1hr,May25
2053,204.99,TAS,1hr,May25
2054,206.37,TAS,1hr,May25
2055,205.86,TAS,1hr,May25
2056,209.0,TAS,1hr,May25
2057,203.68,TAS,1hr,May25
2058,204.98,TAS,1hr,May25
2059,208.77,TAS,1hr,May25
2060,206.14,TAS,1hr,May25
2026,187.15,TAS,2hr,May25
2027,180.73,TAS,2hr,May25
2028,175.37,TAS,2hr,May25
2029,182.38,TAS,2hr,May25
2030,179.4,TAS,2hr,May25
2031,166.21,TAS,2hr,May25
2032,172.27,TAS,2hr,May25
2033,175.01,TAS,2hr,May25
2034,182.61,TAS,2hr,May25
2035,170.39,TAS,2hr,May25
2036,189.72,TAS,2hr,May25
2037,186.85,TAS,2hr,May25
2038,187.93,TAS,2hr,May25
2039,189.24,TAS,2hr,May25
2040,186.88,TAS,2hr,May25
2041,187.24,TAS,2hr,May25
2042,190.17,TAS,2hr,May25
2043,188.57,TAS,2hr,May25
2044,193.17,TAS,2hr,May25
2045,186.1,TAS,2hr,May25
2046,184.83,TAS,2hr,May25
2047,183.02,TAS,2hr,May25
2048,184.09,TAS,2hr,May25
2049,178.92,TAS,2hr,May25
2050,175.68,TAS,2hr,May25
2051,175.35,TAS,2hr,May25
2052,176.85,TAS,2hr,May25
2053,174.52,TAS,2hr,May25
2054,175.81,TAS,2hr,May25
2055,175.21,TAS,2hr,May25
2056,177.44,TAS,2hr,May25
2057,174.47,TAS,2hr,May25
2058,174.6,TAS,2hr,May25
2059,177.39,TAS,2hr,May25
2060,175.75,TAS,2hr,May25
2026,144.24,TAS,4hr,May25
2027,137.59,TAS,4hr,May25
2028,133.62,TAS,4hr,May25
2029,141.99,TAS,4hr,May25
2030,138.93,TAS,4hr,May25
2031,128.08,TAS,4hr,May25
2032,133.2,TAS,4hr,May25
2033,138.34,TAS,4hr,May25
2034,147.01,TAS,4hr,May25
2035,136.77,TAS,4hr,May25
2036,153.38,TAS,4hr,May25
2037,151.65,TAS,4hr,May25
2038,153.22,TAS,4hr,May25
2039,154.83,TAS,4hr,May25
2040,152.39,TAS,4hr,May25
2041,152.19,TAS,4hr,May25
2042,156.44,TAS,4hr,May25
2043,155.53,TAS,4hr,May25
2044,158.6,TAS,4hr,May25
2045,153.02,TAS,4hr,May25
2046,152.6,TAS,4hr,May25
2047,151.3,TAS,4hr,May25
2048,150.64,TAS,4hr,May25
2049,147.09,TAS,4hr,May25
2050,144.55,TAS,4hr,May25
2051,144.17,TAS,4hr,May25
2052,145.23,TAS,4hr,May25
2053,143.19,TAS,4hr,May25
2054,144.34,TAS,4hr,May25
2055,143.83,TAS,4hr,May25
2056,145.31,TAS,4hr,May25
2057,143.37,TAS,4hr,May25
2058,143.18,TAS,4hr,May25
2059,145.14,TAS,4hr,May25
2060,144.54,TAS,4hr,May25
2026,479.15,VIC,Half-hourly,May25
2027,398.09,VIC,Half-hourly,May25
2028,355.7,VIC,Half-hourly,May25
2029,396.32,VIC,Half-hourly,May25
2030,359.37,VIC,Half-hourly,May25
2031,331.31,VIC,Half-hourly,May25
2032,336.53,VIC,Half-hourly,May25
2033,343.08,VIC,Half-hourly,May25
2034,355.55,VIC,Half-hourly,May25
2035,340.65,VIC,Half-hourly,May25
2036,407.37,VIC,Half-hourly,May25
2037,409.71,VIC,Half-hourly,May25
2038,459.06,VIC,Half-hourly,May25
2039,491.25,VIC,Half-hourly,May25
2040,537.33,VIC,Half-hourly,May25
2041,482.33,VIC,Half-hourly,May25
2042,481.04,VIC,Half-hourly,May25
2043,484.39,VIC,Half-hourly,May25
2044,541.1,VIC,Half-hourly,May25
2045,489.89,VIC,Half-hourly,May25
2046,488.41,VIC,Half-hourly,May25
2047,485.8,VIC,Half-hourly,May25
2048,523.57,VIC,Half-hourly,May25
2049,481.63,VIC,Half-hourly,May25
2050,478.07,VIC,Half-hourly,May25
2051,474.19,VIC,Half-hourly,May25
2052,505.55,VIC,Half-hourly,May25
2053,477.23,VIC,Half-hourly,May25
2054,478.58,VIC,Half-hourly,May25
2055,478.16,VIC,Half-hourly,May25
2056,500.57,VIC,Half-hourly,May25
2057,473.95,VIC,Half-hourly,May25
2058,476.71,VIC,Half-hourly,May25
2059,476.5,VIC,Half-hourly,May25
2060,550.4,VIC,Half-hourly,May25
2026,356.87,VIC,1hr,May25
2027,302.47,VIC,1hr,May25
2028,273.96,VIC,1hr,May25
2029,297.39,VIC,1hr,May25
2030,277.57,VIC,1hr,May25
2031,251.22,VIC,1hr,May25
2032,253.14,VIC,1hr,May25
2033,258.58,VIC,1hr,May25
2034,271.84,VIC,1hr,May25
2035,257.38,VIC,1hr,May25
2036,300.87,VIC,1hr,May25
2037,311.61,VIC,1hr,May25
2038,333.39,VIC,1hr,May25
2039,350.73,VIC,1hr,May25
2040,371.5,VIC,1hr,May25
2041,344.44,VIC,1hr,May25
2042,347.23,VIC,1hr,May25
2043,356.27,VIC,1hr,May25
2044,375.83,VIC,1hr,May25
2045,357.99,VIC,1hr,May25
2046,356.92,VIC,1hr,May25
2047,352.7,VIC,1hr,May25
2048,365.17,VIC,1hr,May25
2049,349.1,VIC,1hr,May25
2050,345.65,VIC,1hr,May25
2051,342.29,VIC,1hr,May25
2052,350.39,VIC,1hr,May25
2053,346.21,VIC,1hr,May25
2054,346.07,VIC,1hr,May25
2055,345.76,VIC,1hr,May25
2056,346.22,VIC,1hr,May25
2057,341.66,VIC,1hr,May25
2058,344.19,VIC,1hr,May25
2059,344.74,VIC,1hr,May25
2060,376.37,VIC,1hr,May25
2026,271.79,VIC,2hr,May25
2027,230.72,VIC,2hr,May25
2028,209.8,VIC,2hr,May25
2029,227.33,VIC,2hr,May25
2030,216.42,VIC,2hr,May25
2031,190.83,VIC,2hr,May25
2032,191.28,VIC,2hr,May25
2033,196.27,VIC,2hr,May25
2034,208.9,VIC,2hr,May25
2035,196.86,VIC,2hr,May25
2036,226.39,VIC,2hr,May25
2037,230.59,VIC,2hr,May25
2038,247.17,VIC,2hr,May25
2039,258.22,VIC,2hr,May25
2040,264.77,VIC,2hr,May25
2041,253.14,VIC,2hr,May25
2042,255.19,VIC,2hr,May25
2043,261.27,VIC,2hr,May25
2044,268.62,VIC,2hr,May25
2045,259.8,VIC,2hr,May25
2046,260.0,VIC,2hr,May25
2047,257.62,VIC,2hr,May25
2048,258.87,VIC,2hr,May25
2049,252.98,VIC,2hr,May25
2050,249.7,VIC,2hr,May25
2051,246.97,VIC,2hr,May25
2052,251.22,VIC,2hr,May25
2053,249.12,VIC,2hr,May25
2054,249.74,VIC,2hr,May25
2055,249.49,VIC,2hr,May25
2056,248.94,VIC,2hr,May25
2057,246.14,VIC,2hr,May25
2058,247.86,VIC,2hr,May25
2059,249.44,VIC,2hr,May25
2060,264.1,VIC,2hr,May25
2026,204.55,VIC,4hr,May25
2027,173.89,VIC,4hr,May25
2028,155.39,VIC,4hr,May25
2029,169.88,VIC,4hr,May25
2030,163.67,VIC,4hr,May25
2031,140.76,VIC,4hr,May25
2032,142.39,VIC,4hr,May25
2033,146.48,VIC,4hr,May25
2034,158.59,VIC,4hr,May25
2035,149.08,VIC,4hr,May25
2036,172.53,VIC,4hr,May25
2037,174.82,VIC,4hr,May25
2038,186.53,VIC,4hr,May25
2039,194.28,VIC,4hr,May25
2040,193.96,VIC,4hr,May25
2041,187.65,VIC,4hr,May25
2042,190.1,VIC,4hr,May25
2043,194.94,VIC,4hr,May25
2044,196.89,VIC,4hr,May25
2045,189.35,VIC,4hr,May25
2046,192.06,VIC,4hr,May25
2047,190.11,VIC,4hr,May25
2048,187.79,VIC,4hr,May25
2049,185.16,VIC,4hr,May25
2050,181.83,VIC,4hr,May25
2051,180.07,VIC,4hr,May25
2052,182.49,VIC,4hr,May25
2053,181.12,VIC,4hr,May25
2054,181.59,VIC,4hr,May25
2055,181.35,VIC,4hr,May25
2056,180.38,VIC,4hr,May25
2057,179.17,VIC,4hr,May25
2058,179.47,VIC,4hr,May25
2059,181.5,VIC,4hr,May25
2060,189.26,VIC,4hr,May25
2025,390.97,NSW,Half-hourly,Nov2024
2026,489.95,NSW,Half-hourly,Nov2024
2027,369.19,NSW,Half-hourly,Nov2024
2028,294.23,NSW,Half-hourly,Nov2024
2029,452.84,NSW,Half-hourly,Nov2024
2030,303.8,NSW,Half-hourly,Nov2024
2031,273.33,NSW,Half-hourly,Nov2024
2032,317.44,NSW,Half-hourly,Nov2024
2033,348.48,NSW,Half-hourly,Nov2024
2034,308.66,NSW,Half-hourly,Nov2024
2035,339.14,NSW,Half-hourly,Nov2024
2036,374.03,NSW,Half-hourly,Nov2024
2037,409.72,NSW,Half-hourly,Nov2024
2038,441.99,NSW,Half-hourly,Nov2024
2039,453.98,NSW,Half-hourly,Nov2024
2040,482.09,NSW,Half-hourly,Nov2024
2041,362.45,NSW,Half-hourly,Nov2024
2042,378.88,NSW,Half-hourly,Nov2024
2043,378.76,NSW,Half-hourly,Nov2024
2044,408.53,NSW,Half-hourly,Nov2024
2045,440.73,NSW,Half-hourly,Nov2024
2046,389.61,NSW,Half-hourly,Nov2024
2047,443.98,NSW,Half-hourly,Nov2024
2048,405.31,NSW,Half-hourly,Nov2024
2049,416.64,NSW,Half-hourly,Nov2024
2050,433.61,NSW,Half-hourly,Nov2024
2051,435.34,NSW,Half-hourly,Nov2024
2052,390.23,NSW,Half-hourly,Nov2024
2053,416.72,NSW,Half-hourly,Nov2024
2054,441.82,NSW,Half-hourly,Nov2024
2055,440.96,NSW,Half-hourly,Nov2024
2056,381.11,NSW,Half-hourly,Nov2024
2057,437.44,NSW,Half-hourly,Nov2024
2058,396.46,NSW,Half-hourly,Nov2024
2059,390.36,NSW,Half-hourly,Nov2024
2060,374.58,NSW,Half-hourly,Nov2024
2025,298.67,NSW,1hr,Nov2024
2026,340.59,NSW,1hr,Nov2024
2027,269.72,NSW,1hr,Nov2024
2028,230.04,NSW,1hr,Nov2024
2029,310.28,NSW,1hr,Nov2024
2030,242.49,NSW,1hr,Nov2024
2031,197.05,NSW,1hr,Nov2024
2032,214.73,NSW,1hr,Nov2024
2033,236.36,NSW,1hr,Nov2024
2034,228.65,NSW,1hr,Nov2024
2035,246.82,NSW,1hr,Nov2024
2036,282.84,NSW,1hr,Nov2024
2037,314.83,NSW,1hr,Nov2024
2038,326.45,NSW,1hr,Nov2024
2039,320.09,NSW,1hr,Nov2024
2040,340.2,NSW,1hr,Nov2024
2041,275.88,NSW,1hr,Nov2024
2042,282.54,NSW,1hr,Nov2024
2043,282.53,NSW,1hr,Nov2024
2044,297.43,NSW,1hr,Nov2024
2045,307.21,NSW,1hr,Nov2024
2046,299.75,NSW,1hr,Nov2024
2047,312.85,NSW,1hr,Nov2024
2048,301.81,NSW,1hr,Nov2024
2049,308.13,NSW,1hr,Nov2024
2050,296.99,NSW,1hr,Nov2024
2051,298.52,NSW,1hr,Nov2024
2052,294.43,NSW,1hr,Nov2024
2053,295.87,NSW,1hr,Nov2024
2054,315.51,NSW,1hr,Nov2024
2055,314.74,NSW,1hr,Nov2024
2056,287.75,NSW,1hr,Nov2024
2057,307.47,NSW,1hr,Nov2024
2058,291.12,NSW,1hr,Nov2024
2059,297.99,NSW,1hr,Nov2024
2060,279.0,NSW,1hr,Nov2024
2025,218.55,NSW,2hr,Nov2024
2026,246.38,NSW,2hr,Nov2024
2027,188.47,NSW,2hr,Nov2024
2028,174.83,NSW,2hr,Nov2024
2029,216.01,NSW,2hr,Nov2024
2030,178.13,NSW,2hr,Nov2024
2031,140.1,NSW,2hr,Nov2024
2032,151.8,NSW,2hr,Nov2024
2033,163.61,NSW,2hr,Nov2024
2034,167.68,NSW,2hr,Nov2024
2035,170.43,NSW,2hr,Nov2024
2036,212.13,NSW,2hr,Nov2024
2037,227.31,NSW,2hr,Nov2024
2038,235.1,NSW,2hr,Nov2024
2039,234.86,NSW,2hr,Nov2024
2040,234.31,NSW,2hr,Nov2024
2041,200.99,NSW,2hr,Nov2024
2042,207.47,NSW,2hr,Nov2024
2043,207.42,NSW,2hr,Nov2024
2044,212.12,NSW,2hr,Nov2024
2045,219.44,NSW,2hr,Nov2024
2046,219.35,NSW,2hr,Nov2024
2047,226.17,NSW,2hr,Nov2024
2048,222.34,NSW,2hr,Nov2024
2049,223.48,NSW,2hr,Nov2024
2050,213.77,NSW,2hr,Nov2024
2051,216.76,NSW,2hr,Nov2024
2052,218.61,NSW,2hr,Nov2024
2053,212.34,NSW,2hr,Nov2024
2054,217.19,NSW,2hr,Nov2024
2055,216.46,NSW,2hr,Nov2024
2056,208.84,NSW,2hr,Nov2024
2057,215.74,NSW,2hr,Nov2024
2058,213.64,NSW,2hr,Nov2024
2059,211.26,NSW,2hr,Nov2024
2060,207.48,NSW,2hr,Nov2024
2025,164.54,NSW,4hr,Nov2024
2026,178.04,NSW,4hr,Nov2024
2027,137.8,NSW,4hr,Nov2024
2028,129.94,NSW,4hr,Nov2024
2029,156.18,NSW,4hr,Nov2024
2030,133.0,NSW,4hr,Nov2024
2031,100.36,NSW,4hr,Nov2024
2032,108.46,NSW,4hr,Nov2024
2033,116.71,NSW,4hr,Nov2024
2034,122.39,NSW,4hr,Nov2024
2035,121.88,NSW,4hr,Nov2024
2036,156.24,NSW,4hr,Nov2024
2037,166.03,NSW,4hr,Nov2024
2038,169.48,NSW,4hr,Nov2024
2039,169.06,NSW,4hr,Nov2024
2040,167.61,NSW,4hr,Nov2024
2041,150.44,NSW,4hr,Nov2024
2042,154.07,NSW,4hr,Nov2024
2043,154.03,NSW,4hr,Nov2024
2044,156.81,NSW,4hr,Nov2024
2045,160.89,NSW,4hr,Nov2024
2046,160.98,NSW,4hr,Nov2024
2047,164.31,NSW,4hr,Nov2024
2048,161.45,NSW,4hr,Nov2024
2049,162.26,NSW,4hr,Nov2024
2050,155.47,NSW,4hr,Nov2024
2051,157.96,NSW,4hr,Nov2024
2052,160.36,NSW,4hr,Nov2024
2053,155.37,NSW,4hr,Nov2024
2054,157.94,NSW,4hr,Nov2024
2055,157.4,NSW,4hr,Nov2024
2056,153.61,NSW,4hr,Nov2024
2057,156.88,NSW,4hr,Nov2024
2058,155.09,NSW,4hr,Nov2024
2059,153.38,NSW,4hr,Nov2024
2060,152.08,NSW,4hr,Nov2024
2025,520.85,QLD,Half-hourly,Nov2024
2026,440.81,QLD,Half-hourly,Nov2024
2027,446.16,QLD,Half-hourly,Nov2024
2028,519.56,QLD,Half-hourly,Nov2024
2029,483.39,QLD,Half-hourly,Nov2024
2030,466.45,QLD,Half-hourly,Nov2024
2031,467.38,QLD,Half-hourly,Nov2024
2032,310.28,QLD,Half-hourly,Nov2024
2033,370.41,QLD,Half-hourly,Nov2024
2034,366.08,QLD,Half-hourly,Nov2024
2035,406.31,QLD,Half-hourly,Nov2024
2036,447.33,QLD,Half-hourly,Nov2024
2037,482.95,QLD,Half-hourly,Nov2024
2038,447.36,QLD,Half-hourly,Nov2024
2039,396.12,QLD,Half-hourly,Nov2024
2040,417.77,QLD,Half-hourly,Nov2024
2041,455.33,QLD,Half-hourly,Nov2024
2042,412.78,QLD,Half-hourly,Nov2024
2043,390.55,QLD,Half-hourly,Nov2024
2044,371.61,QLD,Half-hourly,Nov2024
2045,387.02,QLD,Half-hourly,Nov2024
2046,393.98,QLD,Half-hourly,Nov2024
2047,403.64,QLD,Half-hourly,Nov2024
2048,354.68,QLD,Half-hourly,Nov2024
2049,344.61,QLD,Half-hourly,Nov2024
2050,352.92,QLD,Half-hourly,Nov2024
2051,354.99,QLD,Half-hourly,Nov2024
2052,432.15,QLD,Half-hourly,Nov2024
2053,404.19,QLD,Half-hourly,Nov2024
2054,439.92,QLD,Half-hourly,Nov2024
2055,438.92,QLD,Half-hourly,Nov2024
2056,434.24,QLD,Half-hourly,Nov2024
2057,443.23,QLD,Half-hourly,Nov2024
2058,438.98,QLD,Half-hourly,Nov2024
2059,390.51,QLD,Half-hourly,Nov2024
2060,396.37,QLD,Half-hourly,Nov2024
2025,375.25,QLD,1hr,Nov2024
2026,339.03,QLD,1hr,Nov2024
2027,341.81,QLD,1hr,Nov2024
2028,357.85,QLD,1hr,Nov2024
2029,356.7,QLD,1hr,Nov2024
2030,337.0,QLD,1hr,Nov2024
2031,325.13,QLD,1hr,Nov2024
2032,239.18,QLD,1hr,Nov2024
2033,264.27,QLD,1hr,Nov2024
2034,267.99,QLD,1hr,Nov2024
2035,277.32,QLD,1hr,Nov2024
2036,332.83,QLD,1hr,Nov2024
2037,338.32,QLD,1hr,Nov2024
2038,324.25,QLD,1hr,Nov2024
2039,297.65,QLD,1hr,Nov2024
2040,310.21,QLD,1hr,Nov2024
2041,321.44,QLD,1hr,Nov2024
2042,299.32,QLD,1hr,Nov2024
2043,306.47,QLD,1hr,Nov2024
2044,285.3,QLD,1hr,Nov2024
2045,281.78,QLD,1hr,Nov2024
2046,288.7,QLD,1hr,Nov2024
2047,288.13,QLD,1hr,Nov2024
2048,263.34,QLD,1hr,Nov2024
2049,255.17,QLD,1hr,Nov2024
2050,265.85,QLD,1hr,Nov2024
2051,267.33,QLD,1hr,Nov2024
2052,299.82,QLD,1hr,Nov2024
2053,310.2,QLD,1hr,Nov2024
2054,312.4,QLD,1hr,Nov2024
2055,311.17,QLD,1hr,Nov2024
2056,308.91,QLD,1hr,Nov2024
2057,314.02,QLD,1hr,Nov2024
2058,306.6,QLD,1hr,Nov2024
2059,285.32,QLD,1hr,Nov2024
2060,295.86,QLD,1hr,Nov2024
2025,262.2,QLD,2hr,Nov2024
2026,243.94,QLD,2hr,Nov2024
2027,244.55,QLD,2hr,Nov2024
2028,243.69,QLD,2hr,Nov2024
2029,249.81,QLD,2hr,Nov2024
2030,236.92,QLD,2hr,Nov2024
2031,219.88,QLD,2hr,Nov2024
2032,173.8,QLD,2hr,Nov2024
2033,181.41,QLD,2hr,Nov2024
2034,191.2,QLD,2hr,Nov2024
2035,190.3,QLD,2hr,Nov2024
2036,235.75,QLD,2hr,Nov2024
2037,237.2,QLD,2hr,Nov2024
2038,230.38,QLD,2hr,Nov2024
2039,220.4,QLD,2hr,Nov2024
2040,225.1,QLD,2hr,Nov2024
2041,228.75,QLD,2hr,Nov2024
2042,217.89,QLD,2hr,Nov2024
2043,221.6,QLD,2hr,Nov2024
2044,211.51,QLD,2hr,Nov2024
2045,206.61,QLD,2hr,Nov2024
2046,208.29,QLD,2hr,Nov2024
2047,205.33,QLD,2hr,Nov2024
2048,193.36,QLD,2hr,Nov2024
2049,187.4,QLD,2hr,Nov2024
2050,205.34,QLD,2hr,Nov2024
2051,206.53,QLD,2hr,Nov2024
2052,215.86,QLD,2hr,Nov2024
2053,221.41,QLD,2hr,Nov2024
2054,221.38,QLD,2hr,Nov2024
2055,220.23,QLD,2hr,Nov2024
2056,218.44,QLD,2hr,Nov2024
2057,224.12,QLD,2hr,Nov2024
2058,217.02,QLD,2hr,Nov2024
2059,213.27,QLD,2hr,Nov2024
2060,216.08,QLD,2hr,Nov2024
2025,185.98,QLD,4hr,Nov2024
2026,175.62,QLD,4hr,Nov2024
2027,177.01,QLD,4hr,Nov2024
2028,172.56,QLD,4hr,Nov2024
2029,177.04,QLD,4hr,Nov2024
2030,170.01,QLD,4hr,Nov2024
2031,151.72,QLD,4hr,Nov2024
2032,121.93,QLD,4hr,Nov2024
2033,125.13,QLD,4hr,Nov2024
2034,137.08,QLD,4hr,Nov2024
2035,133.0,QLD,4hr,Nov2024
2036,166.31,QLD,4hr,Nov2024
2037,167.59,QLD,4hr,Nov2024
2038,162.94,QLD,4hr,Nov2024
2039,162.57,QLD,4hr,Nov2024
2040,160.4,QLD,4hr,Nov2024
2041,163.22,QLD,4hr,Nov2024
2042,158.07,QLD,4hr,Nov2024
2043,161.29,QLD,4hr,Nov2024
2044,156.88,QLD,4hr,Nov2024
2045,153.1,QLD,4hr,Nov2024
2046,155.22,QLD,4hr,Nov2024
2047,154.18,QLD,4hr,Nov2024
2048,145.4,QLD,4hr,Nov2024
2049,142.66,QLD,4hr,Nov2024
2050,158.96,QLD,4hr,Nov2024
2051,160.22,QLD,4hr,Nov2024
2052,161.38,QLD,4hr,Nov2024
2053,163.7,QLD,4hr,Nov2024
2054,163.73,QLD,4hr,Nov2024
2055,162.68,QLD,4hr,Nov2024
2056,161.52,QLD,4hr,Nov2024
2057,164.87,QLD,4hr,Nov2024
2058,160.01,QLD,4hr,Nov2024
2059,161.05,QLD,4hr,Nov2024
2060,159.72,QLD,4hr,Nov2024
2025,596.68,SA,Half-hourly,Nov2024
2026,520.43,SA,Half-hourly,Nov2024
2027,601.75,SA,Half-hourly,Nov2024
2028,483.61,SA,Half-hourly,Nov2024
2029,475.7,SA,Half-hourly,Nov2024
2030,455.57,SA,Half-hourly,Nov2024
2031,425.19,SA,Half-hourly,Nov2024
2032,407.07,SA,Half-hourly,Nov2024
2033,425.68,SA,Half-hourly,Nov2024
2034,395.64,SA,Half-hourly,Nov2024
2035,448.28,SA,Half-hourly,Nov2024
2036,502.07,SA,Half-hourly,Nov2024
2037,517.97,SA,Half-hourly,Nov2024
2038,511.81,SA,Half-hourly,Nov2024
2039,486.47,SA,Half-hourly,Nov2024
2040,461.52,SA,Half-hourly,Nov2024
2041,449.23,SA,Half-hourly,Nov2024
2042,434.99,SA,Half-hourly,Nov2024
2043,390.79,SA,Half-hourly,Nov2024
2044,426.2,SA,Half-hourly,Nov2024
2045,440.96,SA,Half-hourly,Nov2024
2046,430.13,SA,Half-hourly,Nov2024
2047,451.86,SA,Half-hourly,Nov2024
2048,530.28,SA,Half-hourly,Nov2024
2049,476.57,SA,Half-hourly,Nov2024
2050,481.16,SA,Half-hourly,Nov2024
2051,445.4,SA,Half-hourly,Nov2024
2052,487.6,SA,Half-hourly,Nov2024
2053,443.88,SA,Half-hourly,Nov2024
2054,448.81,SA,Half-hourly,Nov2024
2055,421.65,SA,Half-hourly,Nov2024
2056,489.47,SA,Half-hourly,Nov2024
2057,479.04,SA,Half-hourly,Nov2024
2058,530.22,SA,Half-hourly,Nov2024
2059,486.82,SA,Half-hourly,Nov2024
2060,519.42,SA,Half-hourly,Nov2024
2025,459.1,SA,1hr,Nov2024
2026,380.02,SA,1hr,Nov2024
2027,418.46,SA,1hr,Nov2024
2028,351.44,SA,1hr,Nov2024
2029,348.37,SA,1hr,Nov2024
2030,333.36,SA,1hr,Nov2024
2031,322.04,SA,1hr,Nov2024
2032,314.78,SA,1hr,Nov2024
2033,324.29,SA,1hr,Nov2024
2034,318.17,SA,1hr,Nov2024
2035,313.57,SA,1hr,Nov2024
2036,364.69,SA,1hr,Nov2024
2037,362.45,SA,1hr,Nov2024
2038,367.39,SA,1hr,Nov2024
2039,349.99,SA,1hr,Nov2024
2040,340.65,SA,1hr,Nov2024
2041,330.29,SA,1hr,Nov2024
2042,307.93,SA,1hr,Nov2024
2043,291.92,SA,1hr,Nov2024
2044,320.6,SA,1hr,Nov2024
2045,307.63,SA,1hr,Nov2024
2046,304.26,SA,1hr,Nov2024
2047,309.97,SA,1hr,Nov2024
2048,369.25,SA,1hr,Nov2024
2049,343.86,SA,1hr,Nov2024
2050,331.96,SA,1hr,Nov2024
2051,318.81,SA,1hr,Nov2024
2052,354.91,SA,1hr,Nov2024
2053,318.09,SA,1hr,Nov2024
2054,322.2,SA,1hr,Nov2024
2055,323.87,SA,1hr,Nov2024
2056,366.85,SA,1hr,Nov2024
2057,335.79,SA,1hr,Nov2024
2058,366.7,SA,1hr,Nov2024
2059,349.57,SA,1hr,Nov2024
2060,361.06,SA,1hr,Nov2024
2025,333.2,SA,2hr,Nov2024
2026,274.41,SA,2hr,Nov2024
2027,288.13,SA,2hr,Nov2024
2028,251.6,SA,2hr,Nov2024
2029,251.42,SA,2hr,Nov2024
2030,242.0,SA,2hr,Nov2024
2031,226.52,SA,2hr,Nov2024
2032,225.14,SA,2hr,Nov2024
2033,229.49,SA,2hr,Nov2024
2034,224.5,SA,2hr,Nov2024
2035,217.12,SA,2hr,Nov2024
2036,258.79,SA,2hr,Nov2024
2037,256.01,SA,2hr,Nov2024
2038,260.61,SA,2hr,Nov2024
2039,248.55,SA,2hr,Nov2024
2040,254.16,SA,2hr,Nov2024
2041,242.83,SA,2hr,Nov2024
2042,219.81,SA,2hr,Nov2024
2043,216.85,SA,2hr,Nov2024
2044,238.23,SA,2hr,Nov2024
2045,219.29,SA,2hr,Nov2024
2046,217.22,SA,2hr,Nov2024
2047,220.0,SA,2hr,Nov2024
2048,256.26,SA,2hr,Nov2024
2049,240.18,SA,2hr,Nov2024
2050,230.15,SA,2hr,Nov2024
2051,228.29,SA,2hr,Nov2024
2052,251.88,SA,2hr,Nov2024
2053,227.68,SA,2hr,Nov2024
2054,230.73,SA,2hr,Nov2024
2055,238.96,SA,2hr,Nov2024
2056,251.0,SA,2hr,Nov2024
2057,235.9,SA,2hr,Nov2024
2058,249.45,SA,2hr,Nov2024
2059,244.05,SA,2hr,Nov2024
2060,252.03,SA,2hr,Nov2024
2025,236.45,SA,4hr,Nov2024
2026,191.91,SA,4hr,Nov2024
2027,198.32,SA,4hr,Nov2024
2028,177.53,SA,4hr,Nov2024
2029,178.07,SA,4hr,Nov2024
2030,173.92,SA,4hr,Nov2024
2031,155.04,SA,4hr,Nov2024
2032,155.56,SA,4hr,Nov2024
2033,158.0,SA,4hr,Nov2024
2034,157.55,SA,4hr,Nov2024
2035,150.25,SA,4hr,Nov2024
2036,182.61,SA,4hr,Nov2024
2037,180.03,SA,4hr,Nov2024
