date,value,region,vintage
2038-03,148.33,NSW,August_24
2038-04,137.24,NSW,August_24
2038-05,113.61,NSW,August_24
2038-06,198.91,NSW,August_24
2038-07,180.41,NSW,August_24
2038-08,146.59,NSW,August_24
2038-09,85.41,NSW,August_24
2038-10,65.36,NSW,August_24
2038-11,51.01,NSW,August_24
2038-12,53.61,NSW,August_24
2039-01,103.96,NSW,August_24
2039-02,110.69,NSW,August_24
2039-03,156.85,NSW,August_24
2039-04,139.44,NSW,August_24
2039-05,129.89,NSW,August_24
2039-06,189.82,NSW,August_24
2039-07,198.17,NSW,August_24
2039-08,149.05,NSW,August_24
2039-09,81.4,NSW,August_24
2039-10,64.05,NSW,August_24
2039-11,50.69,NSW,August_24
2039-12,54.44,NSW,August_24
2040-01,113.78,NSW,August_24
2040-02,114.22,NSW,August_24
2040-03,158.73,NSW,August_24
2040-04,141.69,NSW,August_24
2040-05,121.62,NSW,August_24
2040-06,188.37,NSW,August_24
2040-07,154.82,NSW,August_24
2040-08,141.08,NSW,August_24
2040-09,89.64,NSW,August_24
2040-10,64.84,NSW,August_24
2040-11,45.93,NSW,August_24
2040-12,55.44,NSW,August_24
2041-01,101.73,NSW,August_24
2041-02,112.87,NSW,August_24
2041-03,172.31,NSW,August_24
2041-04,142.54,NSW,August_24
2041-05,128.32,NSW,August_24
2041-06,207.88,NSW,August_24
2041-07,158.38,NSW,August_24
2041-08,139.29,NSW,August_24
2041-09,99.38,NSW,August_24
2041-10,66.3,NSW,August_24
2041-11,50.9,NSW,August_24
2041-12,67.82,NSW,August_24
2042-01,103.84,NSW,August_24
2042-02,107.39,NSW,August_24
2042-03,148.8,NSW,August_24
2042-04,137.66,NSW,August_24
2042-05,121.94,NSW,August_24
2042-06,219.38,NSW,August_24
2042-07,167.62,NSW,August_24
2042-08,155.49,NSW,August_24
2042-09,97.78,NSW,August_24
2042-10,66.58,NSW,August_24
2042-11,62.44,NSW,August_24
2042-12,59.0,NSW,August_24
2043-01,102.38,NSW,August_24
2043-02,112.29,NSW,August_24
2043-03,146.18,NSW,August_24
2043-04,136.04,NSW,August_24
2043-05,125.65,NSW,August_24
2043-06,188.57,NSW,August_24
2043-07,169.11,NSW,August_24
2043-08,142.65,NSW,August_24
2043-09,97.45,NSW,August_24
2043-10,65.86,NSW,August_24
2043-11,53.27,NSW,August_24
2043-12,64.78,NSW,August_24
2044-01,111.49,NSW,August_24
2044-02,105.72,NSW,August_24
2044-03,155.07,NSW,August_24
2044-04,134.72,NSW,August_24
2044-05,130.7,NSW,August_24
2044-06,188.47,NSW,August_24
2044-07,156.12,NSW,August_24
2044-08,158.81,NSW,August_24
2044-09,91.61,NSW,August_24
2044-10,65.65,NSW,August_24
2044-11,56.7,NSW,August_24
2044-12,55.79,NSW,August_24
2045-01,111.21,NSW,August_24
2045-02,108.27,NSW,August_24
2045-03,147.24,NSW,August_24
2045-04,138.45,NSW,August_24
2045-05,122.75,NSW,August_24
2045-06,214.21,NSW,August_24
2045-07,173.74,NSW,August_24
2045-08,153.25,NSW,August_24
2045-09,94.94,NSW,August_24
2045-10,67.36,NSW,August_24
2045-11,50.04,NSW,August_24
2045-12,55.87,NSW,August_24
2046-01,100.81,NSW,August_24
2046-02,105.6,NSW,August_24
2046-03,145.0,NSW,August_24
2046-04,149.17,NSW,August_24
2046-05,122.03,NSW,August_24
2046-06,205.86,NSW,August_24
2046-07,183.45,NSW,August_24
2046-08,154.75,NSW,August_24
2046-09,97.6,NSW,August_24
2046-10,67.1,NSW,August_24
2046-11,63.29,NSW,August_24
2046-12,56.47,NSW,August_24
2047-01,101.83,NSW,August_24
