fy_quarter,vintage,region,Energy_TWA,Solar_DWA_PreCurt,Wind_DWA_PreCurt,Solar_DWA_PostCurt0,Wind_DWA_PostCurt0,Solar_DWA_PostCurtLGC,Wind_DWA_PostCurtLGC,LGC,Spread_4hr,Spread_2hr,Spread_1hr,Spread_Half-hourly
FY2028-Q1,Q1_26,TAS,92.82,88.58,85.69,91.88,89.44,91.63,89.01,5.3,133.67,175.59,222.46,270.69
FY2028-Q2,Q1_26,TAS,101.1,96.56,97.45,99.77,99.81,99.44,99.62,5.3,133.67,175.59,222.46,270.69
FY2028-Q3,Q1_26,TAS,89.23,82.92,83.61,85.1,87.2,84.8,86.62,5.3,133.67,175.59,222.46,270.69
FY2028-Q4,Q1_26,TAS,59.68,51.52,53.9,58.94,58.52,57.88,57.56,5.3,133.67,175.59,222.46,270.69
FY2029-Q1,Q1_26,TAS,117.47,108.41,111.35,111,113.9,110.75,113.78,4.1,139.97,180.41,221.85,263.45
FY2029-Q2,Q1_26,TAS,118.39,105.96,111.49,109.12,114.78,108.77,114.61,4.1,139.97,180.41,221.85,263.45
FY2029-Q3,Q1_26,TAS,111.48,95.97,104.97,100.06,110.46,99.72,110.05,4.1,139.97,180.41,221.85,263.45
FY2029-Q4,Q1_26,TAS,78.85,66.65,73.43,73.56,79.69,72.19,78.42,4.1,139.97,180.41,221.85,263.45
FY2030-Q1,Q1_26,TAS,117.84,108.41,109.98,111.71,112.73,111.22,112.46,3.5,138.88,179.63,221.22,264.27
FY2030-Q2,Q1_26,TAS,114.97,105.69,108.71,108.28,112.03,108.28,112.01,3.5,138.88,179.63,221.22,264.27
FY2030-Q3,Q1_26,TAS,112.06,92.12,103.91,97.67,108.91,97.18,108.46,3.5,138.88,179.63,221.22,264.27
FY2030-Q4,Q1_26,TAS,80.06,68.38,74.57,74.33,79.78,73.28,78.8,3.5,138.88,179.63,221.22,264.27
FY2031-Q1,Q1_26,TAS,101.27,92.74,94.33,95.6,96.78,95.1,96.49,3.3,129.98,169.05,209.12,248.16
FY2031-Q2,Q1_26,TAS,98.02,92.1,93.23,94.52,96,94.34,95.93,3.3,129.98,169.05,209.12,248.16
FY2031-Q3,Q1_26,TAS,93.73,79.48,86.46,83.89,90.75,83.76,90.55,3.3,129.98,169.05,209.12,248.16
FY2031-Q4,Q1_26,TAS,64.93,61.97,61.2,67.03,65.82,66.37,65.19,3.3,129.98,169.05,209.12,248.16
FY2032-Q1,Q1_26,TAS,113.69,98.77,107.56,101.52,111.12,101.4,111,3,132.77,171.8,214.52,259.04
FY2032-Q2,Q1_26,TAS,102.15,96.03,99.46,98.73,102.84,98.55,102.73,3,132.77,171.8,214.52,259.04
FY2032-Q3,Q1_26,TAS,105.71,91.3,99.37,93.11,102.36,92.92,102.1,3,132.77,171.8,214.52,259.04
FY2032-Q4,Q1_26,TAS,75.75,65.13,70.93,68.98,75.17,68.62,74.51,3,132.77,171.8,214.52,259.04
FY2033-Q1,Q1_26,TAS,113.86,99.37,102.78,101.12,105.56,100.86,105.33,2.8,134.06,170.54,208.04,243.82
FY2033-Q2,Q1_26,TAS,72.73,63.17,67.14,66,70.26,65.67,70.09,2.8,134.06,170.54,208.04,243.82
FY2033-Q3,Q1_26,TAS,112.25,92.33,103.31,97.22,108.43,96.59,108.05,2.8,134.06,170.54,208.04,243.82
FY2033-Q4,Q1_26,TAS,95.49,80.5,84.8,85,89.1,84.47,88.57,2.8,134.06,170.54,208.04,243.82
FY2034-Q1,Q1_26,TAS,107.6,91.92,94.95,93.39,97.53,93.25,97.34,2.5,135.89,170.78,206.61,242.83
FY2034-Q2,Q1_26,TAS,70.41,59.97,64.89,62.85,68.08,62.59,67.88,2.5,135.89,170.78,206.61,242.83
FY2034-Q3,Q1_26,TAS,117.34,94.8,106.57,99.13,111.85,98.78,111.59,2.5,135.89,170.78,206.61,242.83
FY2034-Q4,Q1_26,TAS,94.3,76.32,82.17,80.98,86.43,80.05,85.84,2.5,135.89,170.78,206.61,242.83
FY2035-Q1,Q1_26,TAS,97.09,86.23,82.61,88.05,85.22,87.96,85.01,2.3,133.29,168.22,204.93,243.72
FY2035-Q2,Q1_26,TAS,68.64,58.3,63.12,61.72,65.46,61.54,65.27,2.3,133.29,168.22,204.93,243.72
FY2035-Q3,Q1_26,TAS,109.47,85.04,97.44,90.17,102.5,89.97,102.18,2.3,133.29,168.22,204.93,243.72
FY2035-Q4,Q1_26,TAS,80.88,67.99,67.2,74.38,72.36,73.66,71.93,2.3,133.29,168.22,204.93,243.72
FY2036-Q1,Q1_26,TAS,114.44,96.57,94.59,99.3,98.91,99.04,98.66,2.1,148.75,183.86,218.75,256.49
FY2036-Q2,Q1_26,TAS,69.57,54.74,62.93,58.76,66.3,58.45,66.08,2.1,148.75,183.86,218.75,256.49
FY2036-Q3,Q1_26,TAS,124.76,93.65,111.44,96.33,116.27,95.8,115.84,2.1,148.75,183.86,218.75,256.49
FY2036-Q4,Q1_26,TAS,98.01,80.45,81.85,88.1,87.53,87.43,86.88,2.1,148.75,183.86,218.75,256.49
FY2037-Q1,Q1_26,TAS,112.47,93.37,92.36,97.25,96.77,96.91,96.28,1.8,151.26,186.52,220.75,258.12
FY2037-Q2,Q1_26,TAS,67.7,53.3,60.5,57.69,65.36,57.23,64.82,1.8,151.26,186.52,220.75,258.12
FY2037-Q3,Q1_26,TAS,127.37,91.79,109.65,98.34,116.72,97.7,116.31,1.8,151.26,186.52,220.75,258.12
FY2037-Q4,Q1_26,TAS,97.67,80.49,79.51,89.62,87.16,88.92,86.59,1.8,151.26,186.52,220.75,258.12
FY2038-Q1,Q1_26,TAS,115.25,94.85,94.55,99.12,99.17,99.01,98.96,1.6,155.6,189.87,223.6,255.49
FY2038-Q2,Q1_26,TAS,66.17,50.71,58.65,56.21,63.31,55.81,62.89,1.6,155.6,189.87,223.6,255.49
FY2038-Q3,Q1_26,TAS,128.58,90.71,112.52,99.62,120.41,99.2,120.21,1.6,155.6,189.87,223.6,255.49
FY2038-Q4,Q1_26,TAS,103.62,85.19,83.24,96.39,91.51,95.87,91.11,1.6,155.6,189.87,223.6,255.49
FY2039-Q1,Q1_26,TAS,115.75,93.65,94.22,97.86,98.7,97.8,98.53,1.3,157.01,191.63,226.69,260.07
FY2039-Q2,Q1_26,TAS,66.22,50.88,59.2,56.5,64.12,56.12,63.73,1.3,157.01,191.63,226.69,260.07
FY2039-Q3,Q1_26,TAS,127.04,89.34,110.25,98.35,118.29,97.99,118.07,1.3,157.01,191.63,226.69,260.07
FY2039-Q4,Q1_26,TAS,103.17,88.83,82.22,99.9,90.34,99.46,89.98,1.3,157.01,191.63,226.69,260.07
FY2040-Q1,Q1_26,TAS,109.6,90.96,85.84,95.08,89.95,94.77,89.7,1.1,154.27,188.51,222.45,258.28
FY2040-Q2,Q1_26,TAS,63.09,51.1,57.17,55.14,62.35,54.62,61.95,1.1,154.27,188.51,222.45,258.28
FY2040-Q3,Q1_26,TAS,130.23,92.8,110.91,100.63,118.23,100.01,117.85,1.1,154.27,188.51,222.45,258.28
FY2040-Q4,Q1_26,TAS,94.89,85.63,72.32,92.74,80.16,92.39,79.73,1.1,154.27,188.51,222.45,258.28
FY2041-Q1,Q1_26,TAS,108.04,94.91,82.48,100.02,87.95,99.74,87.67,1.1,153.86,187.61,220.28,251.74
FY2041-Q2,Q1_26,TAS,59.39,46.13,51.28,51.18,56.34,50.84,56.01,1.1,153.86,187.61,220.28,251.74
FY2041-Q3,Q1_26,TAS,127.61,95.28,104.91,102.62,112.49,102.02,111.96,1.1,153.86,187.61,220.28,251.74
FY2041-Q4,Q1_26,TAS,94.41,87.62,70.16,97.94,78.19,97.29,77.75,1.1,153.86,187.61,220.28,251.74
FY2042-Q1,Q1_26,TAS,110.95,95.11,82.8,100.91,88.46,100.34,88.1,1.1,155.83,190.06,223.07,258.64
FY2042-Q2,Q1_26,TAS,59.9,46.98,51.5,52.29,57.24,51.73,56.84,1.1,155.83,190.06,223.07,258.64
FY2042-Q3,Q1_26,TAS,130.64,95.9,104.65,105.06,113.68,104.56,113.17,1.1,155.83,190.06,223.07,258.64
FY2042-Q4,Q1_26,TAS,93.11,83.89,68.31,93.91,76.68,93.62,76.38,1.1,155.83,190.06,223.07,258.64
FY2043-Q1,Q1_26,TAS,112.89,96.01,84.42,102.68,91.37,102.25,91.07,1.1,158.43,192.16,225.2,257.57
FY2043-Q2,Q1_26,TAS,59.38,45.38,50.65,51.67,57.21,51.17,56.77,1.1,158.43,192.16,225.2,257.57
FY2043-Q3,Q1_26,TAS,130.01,92.26,104.99,100.06,112.98,99.61,112.6,1.1,158.43,192.16,225.2,257.57
FY2043-Q4,Q1_26,TAS,94.6,85.31,69.53,97.03,79.45,96.71,79.05,1.1,158.43,192.16,225.2,257.57
FY2044-Q1,Q1_26,TAS,112.07,92.94,83.53,98.91,90.01,98.75,89.81,1.1,162.14,196.91,228.84,262.19
FY2044-Q2,Q1_26,TAS,59.26,45.78,52.63,52.3,58.69,51.88,58.33,1.1,162.14,196.91,228.84,262.19
FY2044-Q3,Q1_26,TAS,130.68,88.84,106.9,98.13,116.92,97.78,116.58,1.1,162.14,196.91,228.84,262.19
FY2044-Q4,Q1_26,TAS,93.56,78.19,68.86,87.51,77.02,87.11,76.56,1.1,162.14,196.91,228.84,262.19
FY2045-Q1,Q1_26,TAS,115.09,97.55,86.11,103.89,92.54,103.62,92.39,1.1,158.23,190.95,222.36,253.05
FY2045-Q2,Q1_26,TAS,61.06,45.66,52.6,51.58,58.82,51.01,58.35,1.1,158.23,190.95,222.36,253.05
FY2045-Q3,Q1_26,TAS,130.32,91.67,105.84,99.97,115.04,99.62,114.7,1.1,158.23,190.95,222.36,253.05
FY2045-Q4,Q1_26,TAS,96,81.91,71.2,92.11,80.05,91.62,79.75,1.1,158.23,190.95,222.36,253.05
FY2046-Q1,Q1_26,TAS,115.43,99.09,86.22,105.48,92.74,105.2,92.54,1.1,157.64,190.39,221.08,251.79
FY2046-Q2,Q1_26,TAS,61.29,46.18,52.81,52.02,58.96,51.42,58.46,1.1,157.64,190.39,221.08,251.79
FY2046-Q3,Q1_26,TAS,131.54,93.23,106.81,101.47,115.83,101.22,115.56,1.1,157.64,190.39,221.08,251.79
FY2046-Q4,Q1_26,TAS,96.94,86.23,71.69,96.6,80.75,96.23,80.46,1.1,157.64,190.39,221.08,251.79
FY2047-Q1,Q1_26,TAS,115.36,99.88,85.89,105.61,92.17,105.32,91.81,1.1,156.36,189.19,221.04,251.46
FY2047-Q2,Q1_26,TAS,60.91,45.96,52.63,53.08,59.45,52.53,58.94,1.1,156.36,189.19,221.04,251.46
FY2047-Q3,Q1_26,TAS,131.12,93.27,107.31,101.93,115.3,101.7,115.17,1.1,156.36,189.19,221.04,251.46
FY2047-Q4,Q1_26,TAS,97.32,89.94,71.87,101.13,81.22,100.65,80.89,1.1,156.36,189.19,221.04,251.46
FY2048-Q1,Q1_26,TAS,115.66,102.18,86.2,109.39,92.82,109.14,92.51,1.1,154.5,187.62,219.51,250.33
FY2048-Q2,Q1_26,TAS,57.05,42.7,49.96,49.26,56.79,48.96,56.36,1.1,154.5,187.62,219.51,250.33
FY2048-Q3,Q1_26,TAS,129.02,92.2,107.42,101.26,116.33,100.64,115.7,1.1,154.5,187.62,219.51,250.33
FY2048-Q4,Q1_26,TAS,97.84,94.8,70.85,103.69,79.65,103.39,79.33,1.1,154.5,187.62,219.51,250.33
FY2049-Q1,Q1_26,TAS,114.89,101.83,85.09,109.9,91.83,109.38,91.46,1.1,151.27,184.66,217.18,247.82
FY2049-Q2,Q1_26,TAS,58.86,45.86,49.62,52.34,56.33,51.92,56.01,1.1,151.27,184.66,217.18,247.82
FY2049-Q3,Q1_26,TAS,126.24,90.1,104.42,99.16,112.98,98.63,112.57,1.1,151.27,184.66,217.18,247.82
FY2049-Q4,Q1_26,TAS,99.19,100.42,73.46,111.32,82.01,110.57,81.59,1.1,151.27,184.66,217.18,247.82
FY2050-Q1,Q1_26,TAS,115.51,105.48,84.4,112.49,91.2,112.28,90.95,1.1,147.82,179.57,209.13,236.86
FY2050-Q2,Q1_26,TAS,54.75,43.71,46.76,50.17,53.12,49.84,52.75,1.1,147.82,179.57,209.13,236.86
FY2050-Q3,Q1_26,TAS,123.84,90.28,102.19,99.09,111.44,98.66,110.98,1.1,147.82,179.57,209.13,236.86
FY2050-Q4,Q1_26,TAS,99.47,98.26,73.25,110.4,82.64,109.78,82.16,1.1,147.82,179.57,209.13,236.86
FY2051-Q1,Q1_26,TAS,113.23,104.34,81.98,111.09,88.8,110.8,88.46,1.1,146.66,178.1,207.63,236.66
FY2051-Q2,Q1_26,TAS,51.29,41.17,44.14,47.43,50.47,47.12,50.13,1.1,146.66,178.1,207.63,236.66
FY2051-Q3,Q1_26,TAS,119.98,85.53,97.95,94.25,107.3,93.77,106.74,1.1,146.66,178.1,207.63,236.66
FY2051-Q4,Q1_26,TAS,94.83,93.6,68.52,106.1,77.81,105.51,77.26,1.1,146.66,178.1,207.63,236.66
FY2052-Q1,Q1_26,TAS,115.68,105.14,84.96,111.71,90.91,111.56,90.7,1.1,148.81,181.09,212.9,244
FY2052-Q2,Q1_26,TAS,49.59,39.97,42.81,45.8,49.82,45.41,49.47,1.1,148.81,181.09,212.9,244
FY2052-Q3,Q1_26,TAS,122.97,87.66,102.93,97.23,111.98,96.78,111.52,1.1,148.81,181.09,212.9,244
FY2052-Q4,Q1_26,TAS,98.46,100.59,70.88,108.8,79.88,108.51,79.42,1.1,148.81,181.09,212.9,244
FY2053-Q1,Q1_26,TAS,115.78,106.65,86.03,113.13,93.38,112.8,93.02,1.1,147.16,179.48,211.09,241.91
FY2053-Q2,Q1_26,TAS,49.01,39.91,41.79,47.42,50.21,47.01,49.73,1.1,147.16,179.48,211.09,241.91
FY2053-Q3,Q1_26,TAS,123.29,89.46,103.17,96.63,110.75,96.14,110.34,1.1,147.16,179.48,211.09,241.91
FY2053-Q4,Q1_26,TAS,100.59,104.22,74.52,115.61,83.86,115.16,83.56,1.1,147.16,179.48,211.09,241.91
FY2054-Q1,Q1_26,TAS,115.29,107.69,84.75,114.03,92.03,113.83,91.73,1.1,147.47,179.75,211.57,242.6
FY2054-Q2,Q1_26,TAS,48.19,39.52,41.07,47.11,49.56,46.67,49.09,1.1,147.47,179.75,211.57,242.6
FY2054-Q3,Q1_26,TAS,121.85,88.18,101.42,95.53,109.13,94.99,108.6,1.1,147.47,179.75,211.57,242.6
FY2054-Q4,Q1_26,TAS,99.85,103.97,73.15,115.32,82.45,115.02,82.18,1.1,147.47,179.75,211.57,242.6
FY2055-Q1,Q1_26,TAS,117.38,110.57,86.55,117.46,93.73,116.98,93.48,1.1,146.83,178.57,209.36,238.78
FY2055-Q2,Q1_26,TAS,49.07,41,41.61,48.08,48.51,47.75,48.27,1.1,146.83,178.57,209.36,238.78
FY2055-Q3,Q1_26,TAS,120.36,86.05,100.93,94.87,108.5,94.27,108.03,1.1,146.83,178.57,209.36,238.78
FY2055-Q4,Q1_26,TAS,100.77,97.41,74.02,111.2,82.28,110.98,82.05,1.1,146.83,178.57,209.36,238.78
FY2056-Q1,Q1_26,TAS,112.83,105.66,82.08,112.03,87.74,111.8,87.52,1.1,146.65,178.77,210.75,241.78
FY2056-Q2,Q1_26,TAS,48.69,39.8,42.05,45.74,49.18,45.31,48.78,1.1,146.65,178.77,210.75,241.78
FY2056-Q3,Q1_26,TAS,118.85,84.76,99.03,94.22,107.84,93.78,107.38,1.1,146.65,178.77,210.75,241.78
FY2056-Q4,Q1_26,TAS,97.56,101.61,69.2,109.86,77.76,109.47,77.29,1.1,146.65,178.77,210.75,241.78
FY2057-Q1,Q1_26,TAS,118.02,108.46,87,115.27,94.31,114.99,94.08,1.1,147.49,178.66,207.92,236.44
FY2057-Q2,Q1_26,TAS,48.57,39.66,41.84,46.51,48.55,46.22,48.32,1.1,147.49,178.66,207.92,236.44
FY2057-Q3,Q1_26,TAS,120.25,84.72,101.74,94.27,109.47,93.62,109.02,1.1,147.49,178.66,207.92,236.44
FY2057-Q4,Q1_26,TAS,103.75,99.99,77.25,114.18,85.3,113.68,85,1.1,147.49,178.66,207.92,236.44
FY2058-Q1,Q1_26,TAS,117.5,106.3,87.34,112.99,94.76,112.73,94.4,1.1,147.58,179.04,209.18,239.31
FY2058-Q2,Q1_26,TAS,49.16,40.78,41.92,47.69,48.71,47.38,48.49,1.1,147.58,179.04,209.18,239.31
FY2058-Q3,Q1_26,TAS,117.13,80.54,99.22,90.47,107.69,89.94,107.3,1.1,147.58,179.04,209.18,239.31
FY2058-Q4,Q1_26,TAS,102.18,94.36,75.21,107.83,83.49,107.38,83.19,1.1,147.58,179.04,209.18,239.31
FY2059-Q1,Q1_26,TAS,116.88,106.26,86.21,112.75,93.79,112.6,93.58,1.1,147.17,178.61,208.78,238.34
FY2059-Q2,Q1_26,TAS,49.01,40.51,41.69,47.72,48.76,47.44,48.52,1.1,147.17,178.61,208.78,238.34
FY2059-Q3,Q1_26,TAS,113.37,78.29,95.4,88.17,104,87.53,103.47,1.1,147.17,178.61,208.78,238.34
FY2059-Q4,Q1_26,TAS,100.89,93.86,73.59,106.87,81.84,106.65,81.55,1.1,147.17,178.61,208.78,238.34
FY2060-Q1,Q1_26,TAS,109.1,101.4,78.82,108.65,85.89,108.23,85.54,1.1,146.91,178.34,208.09,238.73
FY2060-Q2,Q1_26,TAS,46.9,37.98,41.64,45.53,48.86,45.08,48.47,1.1,146.91,178.34,208.09,238.73
FY2060-Q3,Q1_26,TAS,111.66,77.87,92.55,87.36,101.87,86.83,101.28,1.1,146.91,178.34,208.09,238.73
FY2060-Q4,Q1_26,TAS,95.1,93.05,66.21,102.24,74.52,101.63,74.15,1.1,146.91,178.34,208.09,238.73
FY2026-Q4,Q1_26,VIC,66.09,23.59,50.49,51.05,69.07,46.11,66.08,,,,,
FY2027-Q1,Q1_26,VIC,82.78,49.95,64.29,64.77,75.98,62.42,74.57,6.5,170.71,230.04,301.68,401.6
FY2027-Q2,Q1_26,VIC,59.58,30.85,54.03,54.46,69.36,52.28,68.24,6.5,170.71,230.04,301.68,401.6
FY2027-Q3,Q1_26,VIC,69.1,44.06,58.94,65.04,71.79,62.56,70.16,6.5,170.71,230.04,301.68,401.6
FY2027-Q4,Q1_26,VIC,67.89,23.8,54.69,47.53,73.38,43.78,70.76,6.5,170.71,230.04,301.68,401.6
FY2028-Q1,Q1_26,VIC,91.34,59.53,67.97,75.47,79.32,74.79,78.87,5.3,155.53,211.49,272.21,350.61
FY2028-Q2,Q1_26,VIC,58.6,32.77,52.05,52.11,66.38,51.08,65.7,5.3,155.53,211.49,272.21,350.61
FY2028-Q3,Q1_26,VIC,80.72,54.89,70.44,71.58,82.52,70.86,82.13,5.3,155.53,211.49,272.21,350.61
FY2028-Q4,Q1_26,VIC,68.17,39.82,55.25,59.09,67.51,57.51,66.26,5.3,155.53,211.49,272.21,350.61
FY2029-Q1,Q1_26,VIC,117.26,90.38,97.78,105.79,107.92,104.73,107.39,4.1,165.9,225.55,296.86,396.3
FY2029-Q2,Q1_26,VIC,82.34,47.44,76.58,68.1,89.79,66.96,88.97,4.1,165.9,225.55,296.86,396.3
FY2029-Q3,Q1_26,VIC,108.49,86.76,100.11,103.28,111.19,102.61,110.66,4.1,165.9,225.55,296.86,396.3
FY2029-Q4,Q1_26,VIC,107.55,64.86,93.26,88.1,109.2,85.97,107.94,4.1,165.9,225.55,296.86,396.3
FY2030-Q1,Q1_26,VIC,117.07,76.63,94.98,89.52,104.74,88.37,104,3.5,162.29,218.04,280.77,361.46
FY2030-Q2,Q1_26,VIC,79.59,45.73,73.48,63.14,86,62.05,85.3,3.5,162.29,218.04,280.77,361.46
FY2030-Q3,Q1_26,VIC,109.41,78.61,98.96,96.86,110.36,95.71,109.68,3.5,162.29,218.04,280.77,361.46
FY2030-Q4,Q1_26,VIC,111.3,67.49,94.81,87.1,108.7,84.89,107.39,3.5,162.29,218.04,280.77,361.46
FY2031-Q1,Q1_26,VIC,103.09,71.11,84.81,83.03,92.33,82.18,91.76,3.3,143.28,197.65,262.55,348.16
FY2031-Q2,Q1_26,VIC,69.86,42.38,64.29,56.06,73.53,55.36,73.04,3.3,143.28,197.65,262.55,348.16
FY2031-Q3,Q1_26,VIC,89.57,67.27,80.85,78.58,88.66,77.8,88.07,3.3,143.28,197.65,262.55,348.16
FY2031-Q4,Q1_26,VIC,92.95,56.66,80.99,71.24,92.16,70.4,91.48,3.3,143.28,197.65,262.55,348.16
FY2032-Q1,Q1_26,VIC,107.38,73.25,93.66,81.62,100.48,80.99,100.02,3,144.53,199.52,266.3,333.23
FY2032-Q2,Q1_26,VIC,71.6,45.04,65.75,56.27,73.88,55.51,73.31,3,144.53,199.52,266.3,333.23
FY2032-Q3,Q1_26,VIC,111.4,91.34,106.42,105.97,115.6,105.07,115.13,3,144.53,199.52,266.3,333.23
FY2032-Q4,Q1_26,VIC,101.1,66.44,88.9,78.51,96.4,77.26,95.74,3,144.53,199.52,266.3,333.23
FY2033-Q1,Q1_26,VIC,116.77,79.55,100.06,87.99,106.93,87.31,106.36,2.8,141.86,190.53,247.03,317.38
FY2033-Q2,Q1_26,VIC,71.95,42.45,65.92,54.2,73.16,53.45,72.62,2.8,141.86,190.53,247.03,317.38
FY2033-Q3,Q1_26,VIC,112.36,84.16,104.42,94.29,112.21,93.93,111.85,2.8,141.86,190.53,247.03,317.38
FY2033-Q4,Q1_26,VIC,109.1,73.38,93.12,84.76,101.9,83.81,101.25,2.8,141.86,190.53,247.03,317.38
FY2034-Q1,Q1_26,VIC,111.34,73.87,92.56,81.11,97.85,80.5,97.46,2.5,146.58,195.65,259.18,344.23
FY2034-Q2,Q1_26,VIC,72.13,45.36,68.57,55.22,75.55,54.66,75.06,2.5,146.58,195.65,259.18,344.23
FY2034-Q3,Q1_26,VIC,120.53,86.47,113.77,95.87,120.54,95.7,120.3,2.5,146.58,195.65,259.18,344.23
FY2034-Q4,Q1_26,VIC,106.79,68.74,91.79,80.22,100.29,79.58,99.78,2.5,146.58,195.65,259.18,344.23
FY2035-Q1,Q1_26,VIC,103.08,66.45,83.92,74.24,89.69,73.95,89.35,2.3,144.5,193.84,257.34,343.29
FY2035-Q2,Q1_26,VIC,68.72,42.63,65.4,52.32,72.14,51.76,71.7,2.3,144.5,193.84,257.34,343.29
FY2035-Q3,Q1_26,VIC,113.36,81.71,105.68,89.67,112.26,89.3,111.85,2.3,144.5,193.84,257.34,343.29
FY2035-Q4,Q1_26,VIC,100.16,63.04,84.42,74.12,92.28,73.38,91.7,2.3,144.5,193.84,257.34,343.29
FY2036-Q1,Q1_26,VIC,132.32,81.8,103.07,86.02,106.76,85.81,106.65,2.1,166.99,223.04,297.56,408.42
FY2036-Q2,Q1_26,VIC,66.72,37.29,60.28,43.47,63.92,43.35,63.79,2.1,166.99,223.04,297.56,408.42
FY2036-Q3,Q1_26,VIC,136.44,87.22,121.68,94.74,126.92,94.44,126.72,2.1,166.99,223.04,297.56,408.42
FY2036-Q4,Q1_26,VIC,126.84,75.61,108.15,85.92,115.61,85.52,115.25,2.1,166.99,223.04,297.56,408.42
FY2037-Q1,Q1_26,VIC,131.81,76.81,104.5,82.45,109.62,82.16,109.43,1.8,176.89,233.86,308.33,399.61
FY2037-Q2,Q1_26,VIC,63.2,34.31,56.82,39.84,60.94,39.61,60.8,1.8,176.89,233.86,308.33,399.61
FY2037-Q3,Q1_26,VIC,131.25,88.16,120.52,97.42,127.73,96.63,127.08,1.8,176.89,233.86,308.33,399.61
FY2037-Q4,Q1_26,VIC,141.7,90,119.46,100.34,126.36,99.24,125.74,1.8,176.89,233.86,308.33,399.61
FY2038-Q1,Q1_26,VIC,128.68,77.41,101.27,82.84,105.5,82.61,105.35,1.6,184.92,244.89,327.81,444.82
FY2038-Q2,Q1_26,VIC,60.57,32.85,54.66,38.99,59.29,38.66,59.03,1.6,184.92,244.89,327.81,444.82
FY2038-Q3,Q1_26,VIC,135.92,88.01,124.19,94.75,129.77,94.35,129.4,1.6,184.92,244.89,327.81,444.82
FY2038-Q4,Q1_26,VIC,156.51,84.89,132.86,96.09,142.03,95.26,141.37,1.6,184.92,244.89,327.81,444.82
FY2039-Q1,Q1_26,VIC,125.11,73.53,98.94,79.05,103.35,78.91,103.27,1.3,192.84,260.51,352.99,461.1
FY2039-Q2,Q1_26,VIC,69.39,32.09,59.67,38.63,63.82,38.33,63.54,1.3,192.84,260.51,352.99,461.1
FY2039-Q3,Q1_26,VIC,146.33,91.31,129.83,98.94,136.68,98.56,136.33,1.3,192.84,260.51,352.99,461.1
FY2039-Q4,Q1_26,VIC,146.37,92.46,125.61,102.31,132.57,101.42,132.04,1.3,192.84,260.51,352.99,461.1
FY2040-Q1,Q1_26,VIC,134.43,79.69,102.73,83.67,106.49,83.03,106.14,1.1,199.79,271.19,377.38,542.62
FY2040-Q2,Q1_26,VIC,70.32,30.21,69.87,34.87,73.36,34.77,73.23,1.1,199.79,271.19,377.38,542.62
FY2040-Q3,Q1_26,VIC,145.48,88.01,134.43,95.76,140.55,95.41,140.27,1.1,199.79,271.19,377.38,542.62
FY2040-Q4,Q1_26,VIC,149.14,89.38,124.72,99.25,132.58,98.87,132.23,1.1,199.79,271.19,377.38,542.62
FY2041-Q1,Q1_26,VIC,150.48,85.52,114.29,91.09,118.49,90.63,118.24,1.1,200.85,272.9,376.3,534.98
FY2041-Q2,Q1_26,VIC,61.46,28.83,55.94,33.98,59.75,33.83,59.6,1.1,200.85,272.9,376.3,534.98
FY2041-Q3,Q1_26,VIC,140.81,97.35,126.69,105.71,132.38,105.28,132.08,1.1,200.85,272.9,376.3,534.98
FY2041-Q4,Q1_26,VIC,156.3,96.68,132.32,107.47,140.64,106.6,140.01,1.1,200.85,272.9,376.3,534.98
FY2042-Q1,Q1_26,VIC,147.65,95.29,111.67,101.38,115.64,101.21,115.42,1.1,194.15,260.03,352.62,490.48
FY2042-Q2,Q1_26,VIC,69.9,35.77,60.38,39.59,63.5,39.51,63.44,1.1,194.15,260.03,352.62,490.48
FY2042-Q3,Q1_26,VIC,137.74,91.78,121.77,99.88,128.57,99.37,128.01,1.1,194.15,260.03,352.62,490.48
FY2042-Q4,Q1_26,VIC,169.51,106.72,146.23,118.48,155.42,117.74,154.78,1.1,194.15,260.03,352.62,490.48
FY2043-Q1,Q1_26,VIC,156.55,117.46,116.08,124.58,120.65,124.22,120.35,1.1,200.79,269.33,367.6,508.26
FY2043-Q2,Q1_26,VIC,62.78,33.3,51.62,37.87,55.31,37.7,55.17,1.1,200.79,269.33,367.6,508.26
FY2043-Q3,Q1_26,VIC,143.01,94.94,127.68,103.67,134.81,102.86,134.05,1.1,200.79,269.33,367.6,508.26
FY2043-Q4,Q1_26,VIC,167.79,113.31,144.22,123.38,151.08,122.6,150.61,1.1,200.79,269.33,367.6,508.26
FY2044-Q1,Q1_26,VIC,150.92,90.56,108.67,95.2,112.98,94.59,112.64,1.1,201.35,276.16,389.06,551.76
FY2044-Q2,Q1_26,VIC,57.04,29.27,48.92,33.61,52.55,33.57,52.54,1.1,201.35,276.16,389.06,551.76
FY2044-Q3,Q1_26,VIC,153.21,103.92,134.01,112.37,142.52,111.74,141.96,1.1,201.35,276.16,389.06,551.76
FY2044-Q4,Q1_26,VIC,169.55,119.16,137.13,131.66,146.1,130.87,145.25,1.1,201.35,276.16,389.06,551.76
FY2045-Q1,Q1_26,VIC,156.95,117.59,118.81,124.4,122.59,124.02,122.34,1.1,195.72,267.1,366.9,499.85
FY2045-Q2,Q1_26,VIC,57.37,30.36,49.23,34.46,52.28,34.37,52.2,1.1,195.72,267.1,366.9,499.85
